index,IMO number,Vessel Name,Ship type,Flag,Gross Tonnage,Summer Deadweight (t),Length Overall (m),Beam (m),Draught (m),Year of Built,TEU,Crude,Grain,Bale,AIS Type,Destination,ETA,IMO / MMSI,Callsign,Length / Beam,Current draught,Course / Speed,Coordinates,MMSI,Course,Speed,latitude,longitude,Length,Beam,Link,Max Speed (knots),Average Speed (knots),Average Speed (km/h),Builder
57,9839430,MSC GULSUN,Container Ship,Panama,210000,197500,400,62,,2019,,,,,Cargo ship (HAZ-A),PUSAN,"May 1, 01:00",9839430 / 372003000,3FTV6,400 / 62 m,11.9 m,226.0Â° / 11.6 kn,33.66099 N/127.86027 E,372003000,226.0Â°,11.6 kn,33.66099,127.86027,400,62 m,https://www.vesselfinder.com/vessels/MSC-GULSUN-IMO-9839430-MMSI-372003000,11.1,10,18.52,Smiths Dock Company
58,9839478,MSC FEBE,Container Ship,Panama,210000,197500,400,62,,2019,,,,,Cargo ship (HAZ-A),SINGAPORE W.B.G.A.,"May 28, 22:00",9839478 / 372729000,3EXK8,400 / 62 m,15.4 m,321.5Â° / 0.0 kn,36.14534 N/5.43528 W,372729000,321.5Â°,0.0 kn,36.14534,-5.43528,400,62 m,https://www.vesselfinder.com/vessels/MSC-FEBE-IMO-9839478-MMSI-372729000,8.6,7.1,13.1492,Pemex Construcción
59,9839260,MSC MINA,Container Ship,Panama,210000,197500,400,61,,2019,,,,,Cargo ship,BUSAN,"Apr 25, 12:00",9839260 / 351862000,3ENB2,400 / 61 m,11.5 m,283.0Â° / 0.1 kn,34.15089 N/128.21767 E,351862000,283.0Â°,0.1 kn,34.15089,128.21767,400,61 m,https://www.vesselfinder.com/vessels/MSC-MINA-IMO-9839260-MMSI-351862000,14.4,11.3,20.9276,Iguana Yachts
60,9839296,MSC NELA,Container Ship,Panama,210000,197500,400,61,,2019,,,,,Cargo ship,NINGBO,"May 6, 12:00",9839296 / 356234000,HP7585,399 / 61 m,11.8 m,267.0Â° / 18.8 kn,34.18912 N/130.24264 W,356234000,267.0Â°,18.8 kn,34.18912,-130.24264,399,61 m,https://www.vesselfinder.com/vessels/MSC-NELA-IMO-9839296-MMSI-356234000,19.1,18.1,33.5212,Bashundhara Steel & Engineering
61,9839272,MSC ISABELLA,Container Ship,Panama,210000,197500,400,61,,2019,,,,,Cargo ship (HAZ-A),SUEZ,"May 3, 20:30",9839272 / 353590000,HP3521,400 / 61 m,14.4 m,106.3Â° / 18.0 kn,34.26089 N/22.05967 E,353590000,106.3Â°,18.0 kn,34.26089,22.05967,400,61 m,https://www.vesselfinder.com/vessels/MSC-ISABELLA-IMO-9839272-MMSI-353590000,20,19,35.188,William Beardmore and Company
62,9839454,MSC LENI,Container Ship,Panama,210000,197500,400,62,,2019,,,,,Cargo ship,GBFXT,"May 2, 16:00",9839454 / 356432000,3FPV5,400 / 62 m,11.7 m,297.3Â° / 11.4 kn,51.83371 N/1.83269 E,356432000,297.3Â°,11.4 kn,51.83371,1.83269,400,62 m,https://www.vesselfinder.com/vessels/MSC-LENI-IMO-9839454-MMSI-356432000,23.4,20.2,37.4104,Naval Group
63,9839480,MSC AMBRA,Container Ship,Panama,210000,197500,,,,2019,,,,,Cargo ship (HAZ-A),WAITING ORDERS,"Jul 8, 05:30",9839480 / 352269000,3FKB,400 / 62 m,9.8 m,91.0Â° / 0.1 kn,35.58779 N/121.33042 E,352269000,91.0Â°,0.1 kn,35.58779,121.33042,400,62 m,https://www.vesselfinder.com/vessels/MSC-AMBRA-IMO-9839480-MMSI-352269000,15.8,15,27.78,James O. Curtis
64,9839442,MSC SAMAR,Container Ship,Panama,210000,197500,400,62,,2019,,,,,Cargo ship (HAZ-A),ROTTERDAM,"May 2, 17:30",9839442 / 371047000,3FKE9,400 / 62 m,10.6 m,19.5Â° / 10.9 kn,51.72276 N/3.24487 E,371047000,19.5Â°,10.9 kn,51.72276,3.24487,400,62 m,https://www.vesselfinder.com/vessels/MSC-SAMAR-IMO-9839442-MMSI-371047000,9.3,7.6,14.0752,Robbs
65,9839284,MSC ARINA,Container Ship,Panama,210000,197500,400,61,,2019,,,,,Cargo ship (HAZ-B),MYTPP>EGSUZ,"May 4, 20:00",9839284 / 374607000,H9BV,400 / 61 m,13.3 m,329.7Â° / 15.8 kn,18.26615 N/40.00068 E,374607000,329.7Â°,15.8 kn,18.26615,40.00068,400,61 m,https://www.vesselfinder.com/vessels/MSC-ARINA-IMO-9839284-MMSI-374607000,17.1,15.7,29.0764,Jawaharlal Nehru Port Trust
66,9665085,PFLNG SATU,Offshore Support Vessel,Malaysia,204818,167341,365,74,None,2016,,,,,Other type (HAZ-A),,,9665085 / 533130229,9WJY6,365 / 60 m,12.5 m,264.6Â° / 0.0 kn,6.44839 N/115.43464 E,533130229,264.6Â°,0.0 kn,6.44839,115.43464,365,60 m,https://www.vesselfinder.com/vessels/PFLNG-SATU-IMO-9665085-MMSI-533130229,6,5.6,10.3712,Basileiades
67,9806897,YUAN YI HAI,Bulk Carrier,Singapore,203483,399000,362,65,None,2018,,,,,Cargo ship,CN DJK,"May 17, 03:00",9806897 / 563065300,9V5554,361 / 65 m,23.2 m,66.0Â° / 8.1 kn,27.08366 S/45.13553 E,563065300,66.0Â°,8.1 kn,-27.08366,45.13553,361,65 m,https://www.vesselfinder.com/vessels/YUAN-YI-HAI-IMO-9806897-MMSI-563065300,12.4,11.7,21.6684,Damen Shipyards Galați
68,9807061,PACIFIC AUSPICE,Bulk Carrier,Hong Kong,203483,400000,362,65,None,2018,,,,,Cargo ship,PDM BRAZIL,"Jun 4, 17:00",9807061 / 477244800,VRRK3,362 / 65 m,11.9 m,314.0Â° / 12.3 kn,3.11597 N/100.6795 E,477244800,314.0Â°,12.3 kn,3.11597,100.6795,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-AUSPICE-IMO-9807061-MMSI-477244800,13.9,12.9,23.8908,ThyssenKrupp Marine Systems
69,9806940,YUAN HUA HAI,Bulk Carrier,Singapore,203483,399000,362,65,,2019,,,,,Cargo ship,,,9806940 / 563093200,9V5559,362 / 65 m,11.5 m,53.0Â° / 13.0 kn,1.7184 S/43.8192 W,563093200,53.0Â°,13.0 kn,-1.7184,-43.8192,362,65 m,https://www.vesselfinder.com/vessels/YUAN-HUA-HAI-IMO-9806940-MMSI-563093200,15.8,13.7,25.3724,Hindustan Shipyard Limited
70,9806926,YUAN SHEN HAI,Bulk Carrier,Singapore,203483,399000,362,65,,2019,,,,,Cargo ship,BRPMA,"Apr 30, 09:42",9806926 / 563083300,9V5557,362 / 65 m,11.4 m,303.0Â° / 0.0 kn,2.16078 S/44.15248 W,563083300,303.0Â°,0.0 kn,-2.16078,-44.15248,362,65 m,https://www.vesselfinder.com/vessels/YUAN-SHEN-HAI-IMO-9806926-MMSI-563083300,12.5,10.6,19.6312,Bay Shipbuilding Company
71,9806873,YUAN HE HAI,Bulk Carrier,Singapore,203403,398595,362,65,None,2018,,,,,Cargo ship,TUBARAO BR,"May 21, 12:00",9806873 / 563045200,9V5551,362 / 65 m,13.4 m,232.0Â° / 12.8 kn,4.23378 N/92.16016 E,563045200,232.0Â°,12.8 kn,4.23378,92.16016,362,65 m,https://www.vesselfinder.com/vessels/YUAN-HE-HAI-IMO-9806873-MMSI-563045200,14.9,13.7,25.3724,Baglietto
72,9806976,PACIFIC UNITY,Bulk Carrier,Hong Kong,203396,399000,362,65,None,2018,,,,,Cargo ship,TRMT-MALAYSIA,"May 29, 02:00",9806976 / 477159400,VRRJ4,362 / 65 m,23.1 m,93.0Â° / 8.9 kn,1.96115 S/40.40479 W,477159400,93.0Â°,8.9 kn,-1.96115,-40.40479,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-UNITY-IMO-9806976-MMSI-477159400,10.7,10.2,18.8904,Danziger Werft
73,9806990,PACIFIC VISION,Bulk Carrier,Hong Kong,203396,398411,362,65,None,2018,,,,,Cargo ship,PDM/BRAZIL,"Apr 8, 23:36",9806990 / 477232500,VRRJ5,362 / 65 m,11.3 m,249.0Â° / 0.0 kn,2.09423 S/44.08713 W,477232500,249.0Â°,0.0 kn,-2.09423,-44.08713,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-VISION-IMO-9806990-MMSI-477232500,13.6,11.2,20.7424,Cantiere navale di Ancona
74,9807059,PACIFIC PROSPERITY,Bulk Carrier,Hong Kong,203389,399000,362,65,None,2018,,,,,Cargo ship,SGP SIN PJSB,"Apr 27, 05:29",9807059 / 477184100,VRRJ9,362 / 65 m,11.9 m,220.0Â° / 13.0 kn,16.1309 N/115.84014 E,477184100,220.0Â°,13.0 kn,16.1309,115.84014,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-PROSPERITY-IMO-9807059-MMSI-477184100,12.1,11.4,21.1128,John H. Mathis & Company
75,9815214,ORE SHANGHAI,Bulk Carrier,Hong Kong,203347,399294,362,65,None,2018,,,,,Cargo ship,"DONGJIAKOU, CHINA","Jun 18, 12:00",9815214 / 477232900,VRRL6,362 / 65 m,22.5 m,97.0Â° / 10.0 kn,1.74519 S/42.48713 W,477232900,97.0Â°,10.0 kn,-1.74519,-42.48713,362,65 m,https://www.vesselfinder.com/vessels/ORE-SHANGHAI-IMO-9815214-MMSI-477232900,10.5,7.2,13.3344,Richard Dunston
76,9807023,ORE TIANJIN,Bulk Carrier,Hong Kong,203339,399213,362,65,None,2018,,,,,Cargo ship,BR TUBARAO,"May 2, 12:30",9807023 / 477153600,VRRK6,362 / 65 m,11.9 m,34.0Â° / 0.0 kn,20.38148 S/40.18219 W,477153600,34.0Â°,0.0 kn,-20.38148,-40.18219,362,65 m,https://www.vesselfinder.com/vessels/ORE-TIANJIN-IMO-9807023-MMSI-477153600,13.1,12.5,23.15,Forges et Chantiers de la Gironde
77,9807047,ORE XIAMEN,Bulk Carrier,Hong Kong,203339,399251,362,65,None,2018,,,,,Cargo ship,DONGJIAKOU CHINA,"Jun 13, 18:00",9807047 / 477237500,VRRL5,362 / 65 m,22.9 m,107.0Â° / 8.6 kn,20.37962 S/40.06112 W,477237500,107.0Â°,8.6 kn,-20.37962,-40.06112,362,65 m,https://www.vesselfinder.com/vessels/ORE-XIAMEN-IMO-9807047-MMSI-477237500,11.8,11.3,20.9276,Tampa Shipbuilding
78,9807035,ORE DALIAN,Bulk Carrier,Hong Kong,203339,400000,362,65,None,2018,,,,,Cargo ship,OM SOH,"May 29, 22:30",9807035 / 477202100,VRRK9,362 / 65 m,22.9 m,117.0Â° / 11.1 kn,20.71459 S/39.37624 W,477202100,117.0Â°,11.1 kn,-20.71459,-39.37624,362,65 m,https://www.vesselfinder.com/vessels/ORE-DALIAN-IMO-9807035-MMSI-477202100,11.5,10.5,19.446,Meyer Werft
79,9815238,ORE HONG KONG,Bulk Carrier,Hong Kong,203326,399214,362,65,None,2018,,,,,Cargo ship,,,9815238 / 477162700,VRRK5,362 / 65 m,11.4 m,224.0Â° / 0.0 kn,2.09079 S/44.14983 W,477162700,224.0Â°,0.0 kn,-2.09079,-44.14983,362,65 m,https://www.vesselfinder.com/vessels/ORE-HONGKONG-IMO-9815238-MMSI-477162700,6,5.4,10.0008,Howaldtswerke-Deutsche Werft
80,9807700,ORE GUANGZHOU,Bulk Carrier,Hong Kong,203326,400000,362,65,None,2018,,,,,Cargo ship,DJK   CN,"Jun 2, 21:00",9807700 / 477184800,VRRL3,362 / 65 m,23.1 m,110.0Â° / 10.3 kn,32.59328 S/11.91693 E,477184800,110.0Â°,10.3 kn,-32.59328,11.91693,362,65 m,https://www.vesselfinder.com/vessels/ORE-GUANGZHOU-IMO-9807700-MMSI-477184800,12.2,11.3,20.9276,"CSBC Corporation, Taiwan"
81,9807695,ORE SHENZHEN,Bulk Carrier,Hong Kong,203326,398997,362,65,None,2018,,,,,Cargo ship,BR.PMA,"Apr 17, 06:00",9807695 / 477168700,VRRL2,362 / 65 m,11.5 m,108.0Â° / 0.2 kn,2.11133 S/44.11784 W,477168700,108.0Â°,0.2 kn,-2.11133,-44.11784,362,65 m,https://www.vesselfinder.com/vessels/ORE-SHENZHEN-IMO-9807695-MMSI-477168700,10,7,12.964,Jawaharlal Nehru Port Trust
82,9806914,YUAN JIN HAI,Bulk Carrier,Singapore,203322,399000,362,65,None,2018,,,,,Cargo ship,DONGJIAKOU CN,"Jun 7, 05:00",9806914 / 563072400,9V5556,361 / 65 m,23.0 m,118.0Â° / 11.4 kn,4.11742 S/36.04342 W,563072400,118.0Â°,11.4 kn,-4.11742,-36.04342,361,65 m,https://www.vesselfinder.com/vessels/YUAN-JIN-HAI-IMO-9806914-MMSI-563072400,12.3,11.8,21.8536,Rauma shipyard
83,9807736,PACIFIC FLOURISH,Bulk Carrier,Hong Kong,203322,399116,362,65,None,2018,,,,,Cargo ship,PDM BR,"May 17, 18:00",9807736 / 477176600,VRRJ7,362 / 65 m,12.9 m,232.0Â° / 14.1 kn,4.33518 N/92.28942 E,477176600,232.0Â°,14.1 kn,4.33518,92.28942,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-FLOURISH-IMO-9807736-MMSI-477176600,14.5,14,25.928,FMC Dockyard Limited
84,9807748,PACIFIC CAREER,Bulk Carrier,Hong Kong,203322,399172,362,65,None,2018,,,,,Cargo ship,TUBARAO BR,"May 7, 02:00",9807748 / 477232700,VRRK2,362 / 65 m,11.9 m,288.0Â° / 12.4 kn,33.07913 S/15.28896 E,477232700,288.0Â°,12.4 kn,-33.07913,15.28896,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-CAREER-IMO-9807748-MMSI-477232700,12.3,11.3,20.9276,Barclay Curle
85,9532537,ORE HEBEI,Bulk Carrier,Hong Kong,201989,400535,360,65,None,2012,,,None,,Cargo ship,PDM BRAZIL,"Apr 27, 22:00",9532537 / 477510200,VRPG8,360 / 65 m,11.5 m,150.0Â° / 0.1 kn,2.15792 S/44.1342 W,477510200,150.0Â°,0.1 kn,-2.15792,-44.1342,360,65 m,https://www.vesselfinder.com/vessels/ORE-HEBEI-IMO-9532537-MMSI-477510200,10.4,8.7,16.1124,Philadelphia Naval Shipyard
86,9532549,ORE SHANDONG,Bulk Carrier,Hong Kong,201989,400000,360,65,None,2012,,,None,,Cargo ship,BR PMA,"Apr 24, 11:00",9532549 / 477510500,VRPH3,360 / 65 m,10.9 m,169.0Â° / 0.1 kn,2.14237 S/44.12832 W,477510500,169.0Â°,0.1 kn,-2.14237,-44.12832,360,65 m,https://www.vesselfinder.com/vessels/ORE-SHANDONG-IMO-9532549-MMSI-477510500,11.4,8.3,15.3716,"Daewoo Shipbuilding & Marine Engineering Co., Ltd."
87,9522972,ORE CHINA,Bulk Carrier,Hong Kong,201384,400606,360,65,None,2011,,,None,,Cargo ship,CN DJK,"Jun 10, 10:00",9522972 / 477510400,VRPH2,360 / 65 m,22.7 m,120.0Â° / 9.1 kn,4.03396 S/35.60013 W,477510400,120.0Â°,9.1 kn,-4.03396,-35.60013,360,65 m,https://www.vesselfinder.com/vessels/ORE-CHINA-IMO-9522972-MMSI-477510400,9.6,7.7,14.2604,Clelands Shipbuilding Company
88,9532525,PACIFIC WARRIOR,Bulk Carrier,Hong Kong,201384,400398,360,65,None,2012,,,None,,Cargo ship,CN DONGJIAKOU,"May 22, 02:00",9532525 / 477178500,VROZ4,360 / 65 m,23.0 m,87.0Â° / 11.7 kn,35.1872 S/20.73374 E,477178500,87.0Â°,11.7 kn,-35.1872,20.73374,360,65 m,https://www.vesselfinder.com/vessels/PACIFIC-WARRIOR-IMO-9532525-MMSI-477178500,13,12.1,22.4092,Long Beach Naval Shipyard
89,9565065,SOHAR MAX,Bulk Carrier,Marshall Islands,201384,400315,360,65,None,2012,,,None,,Cargo ship,,,9565065 / 538004888,V7ZP8,360 / 65 m,6.3 m,215.0Â° / 0.0 kn,19.66185 N/57.72082 E,538004888,215.0Â°,0.0 kn,19.66185,57.72082,360,65 m,https://www.vesselfinder.com/vessels/SOHAR-MAX-IMO-9565065-MMSI-538004888,13.3,12.8,23.7056,John Roach & Sons
90,9532551,YUAN ZHEN HAI,Bulk Carrier,Singapore,201384,399997,360,65,None,2013,,,None,,Cargo ship,DALIAN,"May 2, 07:00",9532551 / 566587000,9V9120,360 / 65 m,9.5 m,359.2Â° / 0.1 kn,38.79642 N/121.97968 E,566587000,359.2Â°,0.1 kn,38.79642,121.97968,360,65 m,https://www.vesselfinder.com/vessels/YUAN-ZHEN-HAI-IMO-9532551-MMSI-566587000,8.7,6.8,12.5936,"Daewoo Shipbuilding & Marine Engineering Co., Ltd."
91,9532587,YUAN JIAN HAI,Bulk Carrier,Singapore,201384,399995,360,65,None,2013,,,None,,Cargo ship,DONGJIAKOU,"May 12, 08:00",9532587 / 563254000,9V9122,360 / 65 m,23.1 m,91.0Â° / 11.1 kn,33.98065 S/30.36042 E,563254000,91.0Â°,11.1 kn,-33.98065,30.36042,360,65 m,https://www.vesselfinder.com/vessels/YUAN-JIAN-HAI-IMO-9532587-MMSI-563254000,12.2,11.4,21.1128,Kleven Verft
92,9532604,PACIFIC MERCHANTS,Bulk Carrier,Hong Kong,201384,400101,360,65,None,2014,,,None,,Cargo ship,PDM BRA,"Apr 17, 21:00",9532604 / 477178700,VROY9_,360 / 65 m,10.6 m,50.0Â° / 0.0 kn,2.56776 S/44.37964 W,477178700,50.0Â°,0.0 kn,-2.56776,-44.37964,360,65 m,https://www.vesselfinder.com/vessels/PACIFIC-MERCHANTS-IMO-9532604-MMSI-477178700,9.4,7.7,14.2604,John I. Thornycroft & Company
93,9566514,LIWA MAX,Bulk Carrier,Marshall Islands,201384,400315,360,65,None,2012,,,None,,Cargo ship,,,9566514 / 538004889,V7ZP9,360 / 65 m,7.0 m,227.0Â° / 0.0 kn,19.66099 N/57.71673 E,538004889,227.0Â°,0.0 kn,19.66099,57.71673,360,65 m,https://www.vesselfinder.com/vessels/LIWA-MAX-IMO-9566514-MMSI-538004889,15.1,13.6,25.1872,Stocznia Gdańsk
94,9566538,SHINAS MAX,Bulk Carrier,Marshall Islands,201336,400420,360,65,None,2013,,,None,,Cargo ship,,,9566538 / 538004899,V7ZR8,360 / 65 m,7.0 m,222.0Â° / 0.0 kn,19.66717 N/57.71647 E,538004899,222.0Â°,0.0 kn,19.66717,57.71647,360,65 m,https://www.vesselfinder.com/vessels/SHINAS-MAX-IMO-9566538-MMSI-538004899,14.1,13.1,24.2612,Israel Shipyards
95,9566526,SAHAM MAX,Bulk Carrier,Marshall Islands,201336,400694,360,65,None,2013,,,None,,Cargo ship,OM DQM>AE FJR,"May 2, 16:30",9566526 / 538004900,V7ZR9,360 / 65 m,13.5 m,288.2Â° / 9.8 kn,25.19798 N/56.72195 E,538004900,288.2Â°,9.8 kn,25.19798,56.72195,360,65 m,https://www.vesselfinder.com/vessels/SAHAM-MAX-IMO-9566526-MMSI-538004900,14,12.9,23.8908,Deutsche Werke
96,9807009,PACIFIC EXCELLENCE,Bulk Carrier,Hong Kong,201000,400000,362,65,None,2018,,,,,Unknown,PDM/BRAZIL,"May 1, 02:00",9807009 / 477286900,VRRI8,362 / 65 m,11.2 m,298.0Â° / 0.0 kn,2.19234 S/44.17688 W,477286900,298.0Â°,0.0 kn,-2.19234,-44.17688,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-EXCELLENCE-IMO-9807009-MMSI-477286900,17.5,14.6,27.0392,Feadship
97,9806988,PACIFIC HARVEST,Bulk Carrier,Hong Kong,201000,400000,362,65,None,2018,,,,,Cargo ship,CN DJK,"Jun 19, 05:00",9806988 / 477191200,VRRJ8,362 / 65 m,23.3 m,130.0Â° / 8.2 kn,5.52661 S/33.69457 W,477191200,130.0Â°,8.2 kn,-5.52661,-33.69457,362,65 m,https://www.vesselfinder.com/vessels/PACIFIC-HARVEST-IMO-9806988-MMSI-477191200,8.2,7.4,13.7048,John Crown & Sons
98,9575515,SEA MARANHAO,Bulk Carrier,Korea,200679,403844,361,66,None,2013,,,None,,Cargo ship,"JEJU,R.KOREA","May 2, 03:00",9575515 / 441467000,D7AM,361 / 65 m,13.5 m,180.0Â° / 13.6 kn,31.97656 N/126.32111 E,441467000,180.0Â°,13.6 kn,31.97656,126.32111,361,65 m,https://www.vesselfinder.com/vessels/SEA-MARANHAO-IMO-9575515-MMSI-441467000,15,14.9,27.5948,John Brown & Company
99,9575486,SEA FUJIYAMA,Bulk Carrier,Marshall Islands,199959,374400,361,66,None,2012,,,None,,Cargo ship,"PDM,BRAZIL","May 4, 19:00",9575486 / 538004778,V7ZA5,361 / 65 m,14.4 m,288.0Â° / 13.6 kn,32.79426 S/10.03346 E,538004778,288.0Â°,13.6 kn,-32.79426,10.03346,361,65 m,,15,14.3,26.4836,Alexander Stephens and Sons
100,9575462,SEA ESPIRITO SANTO,Bulk Carrier,Marshall Islands,199959,374400,361,66,None,2012,,,None,,,,,,,,,,,,,,,,,,,10.1,7.4,13.7048,Suez shipyard
101,9575486,SEA FUJIYAMA,Bulk Carrier,Marshall Islands,199959,374400,361,66,None,2012,,,None,,Cargo ship,"PDM,BRAZIL","May 4, 19:00",9575486 / 538004778,V7ZA5,361 / 65 m,14.4 m,312.0Â° / 15.2 kn,4.53629 S/35.1232 W,538004778,312.0Â°,15.2 kn,-4.53629,-35.1232,361,65 m,https://www.vesselfinder.com/vessels/COSCO-SAGITTARIUS-IMO-9783473-MMSI-477194100,15,14.3,26.4836,Charleston Naval Shipyard
102,9789623,COSCO SHIPPING AQUARIUS,Container Ship,Hong Kong,199000,197500,400,59,,2019,,,,,Cargo ship (HAZ-A),AE KHL,"May 2, 09:00",9789623 / 477308100,VRSO5,400 / 59 m,12.9 m,279.9Â° / 0.4 kn,24.97652 N/54.53631 E,477308100,279.9Â°,0.4 kn,24.97652,54.53631,400,59 m,https://www.vesselfinder.com/vessels/COSCO-AQUARIUS-IMO-9789623-MMSI-477308100,14.3,10.4,19.2608,Astilleros Argentinos S.A. (ASTARSA)
103,9572329,SHANDONG DA DE,Bulk Carrier,Hong Kong,198980,402303,362,65,None,2011,,,None,,Cargo ship,BR TUB,"May 9, 12:00",9572329 / 477118900,VRRB6,362 / 65 m,12.4 m,288.0Â° / 13.7 kn,33.02315 S/10.25909 E,477118900,288.0Â°,13.7 kn,-33.02315,10.25909,362,65 m,https://www.vesselfinder.com/vessels/SHANDONG-DA-DE-IMO-9572329-MMSI-477118900,14.7,13.7,25.3724,Lürssen
104,9593957,SHANDONG DA ZHI,Bulk Carrier,Hong Kong,198980,402387,360,65,None,2012,,,None,,Cargo ship,BR PDM,"Apr 18, 09:00",9593957 / 477148200,VRRI4,362 / 65 m,11.2 m,262.0Â° / 0.0 kn,2.55544 S/44.38064 W,477148200,262.0Â°,0.0 kn,-2.55544,-44.38064,362,65 m,https://www.vesselfinder.com/vessels/SHANDONG-DA-ZHI-IMO-9593957-MMSI-477148200,10.4,7,12.964,"Hanjin Heavy Industries Co., Ltd."
105,9488918,ORE BRASIL,Bulk Carrier,Hong Kong,198980,402347,362,65,None,2011,,,None,,Cargo ship,BRPMA>CNSLG,"May 1, 21:00",9488918 / 477913700,VRPY5,362 / 65 m,22.8 m,197.3Â° / 0.1 kn,30.43838 N/122.75991 E,477913700,197.3Â°,0.1 kn,30.43838,122.75991,362,65 m,https://www.vesselfinder.com/vessels/ORE-BRASIL-IMO-9488918-MMSI-477913700,15,14.3,26.4836,Oskarshamn Shipyard
106,9593919,SHANDONG DA CHENG,Bulk Carrier,Hong Kong,198980,402285,362,65,None,2012,,,None,,Cargo ship,,,9593919 / 477118800,VRRB5,362 / 65 m,5.5 m,3.0Â° / 0.1 kn,30.16523 N/122.01825 E,477118800,3.0Â°,0.1 kn,30.16523,122.01825,362,65 m,https://www.vesselfinder.com/vessels/SHANDONG-DA-CHENG-IMO-9593919-MMSI-477118800,7.2,6.4,11.8528,Bollinger Shipyards
107,9572343,SHANDONG DA REN,Bulk Carrier,Hong Kong,198980,402285,362,65,None,2012,,,None,,Cargo ship,BR PMA,"May 5, 21:00",9572343 / 477147900,VRRI5,362 / 65 m,12.7 m,306.0Â° / 8.7 kn,32.58615 S/15.32184 E,477147900,306.0Â°,8.7 kn,-32.58615,15.32184,362,65 m,https://www.vesselfinder.com/vessels/SHANDONG-DA-REN-IMO-9572343-MMSI-477147900,16.1,11.2,20.7424,Caledon Shipbuilding & Engineering Company
108,9789647,COSCO SHIPPING PISCES,Container Ship,Hong Kong,196670,196996,400,59,None,2019,,,,,Cargo ship (HAZ-A),CNYTN,"May 2, 13:30",9789647 / 477232800,VRSG2,400 / 59 m,14.3 m,243.1Â° / 0.5 kn,22.56987 N/114.28813 E,477232800,243.1Â°,0.5 kn,22.56987,114.28813,400,59 m,https://www.vesselfinder.com/vessels/COSCO-PISCES-IMO-9789647-MMSI-477232800,11.3,9.5,17.594,Federal Shipbuilding & Drydock
109,9783497,COSCO SHIPPING ARIES,Container Ship,Hong Kong,196670,197021,400,59,None,2018,None,,,,Cargo ship (HAZ-A),SHANG HAI,"May 5, 00:00",9783497 / 477148800,VRRB4,400 / 59 m,14.5 m,30.0Â° / 17.1 kn,18.19355 N/114.62802 E,477148800,30.0Â°,17.1 kn,18.19355,114.62802,400,59 m,https://www.vesselfinder.com/vessels/COSCO-SHIPPING-ARIES-IMO-9783497-MMSI-477148800,17,16.3,30.1876,L&T Shipbuilding Limited
110,9783514,COSCO SHIPPING CAPRICORN,Container Ship,Hong Kong,196670,197087,400,59,None,2018,None,,,,Cargo ship (HAZ-A),HAMBURG,"May 1, 13:00",9783514 / 477168900,VRRU3,400 / 59 m,11.6 m,184.6Â° / 0.0 kn,53.53083 N/9.95288 E,477168900,184.6Â°,0.0 kn,53.53083,9.95288,400,59 m,https://www.vesselfinder.com/vessels/COSCO-CAPRICORN-IMO-9783514-MMSI-477168900,10.8,9.1,16.8532,"Hanjin Heavy Industries Co., Ltd."
111,9789635,COSCO SHIPPING SCORPIO,Container Ship,Hong Kong,196670,196913,400,59,None,2018,None,,,,Cargo ship (HAZ-A),CN SHA,"May 1, 22:00",9789635 / 477183800,VRRX5,400 / 59 m,13.6 m,277.9Â° / 0.0 kn,30.63016 N/122.04975 E,477183800,277.9Â°,0.0 kn,30.63016,122.04975,400,59 m,https://www.vesselfinder.com/vessels/COSCO-SCORPIO-IMO-9789635-MMSI-477183800,13.3,9.5,17.594,Charleston Naval Shipyard
112,9783502,COSCO SHIPPING LEO,Container Ship,Hong Kong,196670,197061,400,59,None,2018,None,,,,Cargo ship (HAZ-A),PORTSAID SZC,"May 10, 20:00",9783502 / 477157800,VRRO4,400 / 59 m,15.6 m,235.3Â° / 18.9 kn,50.7216 N/0.86264 E,477157800,235.3Â°,18.9 kn,50.7216,0.86264,400,59 m,https://www.vesselfinder.com/vessels/COSCO-SHIPPING-LEO-IMO-9783502-MMSI-477157800,9,7.3,13.5196,Oskarshamn Shipyard
113,9708863,AL MURAYKH,Container Ship,Malta,195636,199744,400,59,None,2015,None,,,,Unknown (HAZ-A),AEJEA>SGSIN,"May 5, 21:00",9708863 / 229928000,9HA3725,400 / 58 m,15.2 m,91.0Â° / 17.7 kn,5.73049 N/82.32123 E,229928000,91.0Â°,17.7 kn,5.73049,82.32123,400,58 m,https://www.vesselfinder.com/vessels/AL-MURAYKH-IMO-9708863-MMSI-229928000,18.7,18.1,33.5212,Baku Shipyard LLC
114,9708825,AL DAHNA,Container Ship,Malta,195636,199744,400,59,None,2016,None,,,,Cargo ship (HAZ-A),GBSOU > DEHAM,"May 5, 20:30",9708825 / 229927000,9HA3724,400 / 59 m,15.0 m,48.6Â° / 0.0 kn,50.90537 N/1.44479 W,229927000,48.6Â°,0.0 kn,50.90537,-1.44479,400,59 m,https://www.vesselfinder.com/vessels/AL-DAHNA-IMO-9708825-MMSI-229927000,14.6,9.9,18.3348,Feadship
