Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
270,04937939731851670,,2363,3293,3156,4004,4314,4548,3787,sea,2363,7563,3069,1487,,,,,,
271,04125873479569684,,2363,25,3514,3463,3346,4100,4264,sea,2363,25,998,1471,,,,,,
272,04345434278238588,,1462,3083,4015,3288,4061,3967,4586,sea,1462,7353,3203,250,,,,,,
273,04652162969899790,,2442,539,3995,3404,3574,4803,3071,sea,2442,539,2387,576,,,,,,
274,04967345471291859,,2363,2601,3789,4699,3658,4514,3583,sea,2363,2601,1615,1468,,,,,,
275,04183822982422317,,2363,1442,4660,3182,3392,4145,3236,sea,2363,1442,2045,1476,,,,,,
276,04353924645985690,,1597,53,3115,3452,3518,3092,3636,sea,1597,53,809,236,,,,,,
277,04239196979389852,,2363,1244,3499,4585,3399,4997,3589,sea,2363,1244,989,1488,,,,,,
278,04452388142562615,,3375,3223,3586,4183,4708,4314,3631,sea,7645,7493,4262,2196,,,,,,
279,04299889685835257,,2156,2448,4838,3955,3366,4287,4962,sea,2156,2448,3182,4061,,,,,,
280,04596361386586428,,456,3314,3488,3274,3054,4580,3742,sea,456,7584,2369,3892,,,,,,
281,04427722986366789,,942,472,4717,3182,3392,3446,3418,sea,942,472,2045,3561,,,,,,
282,04838185556416628,,45,3145,4001,3071,4001,4666,3773,sea,45,7415,2254,2016,,,,,,
283,04441868968298157,,2852,3272,4390,3274,4424,3742,4821,sea,2852,7542,2369,3689,,,,,,
284,04686539275845662,,1709,4624,3932,4545,3945,3428,4287,sea,1709,8894,2605,3567,,,,,,
285,04412931217437374,,3667,2749,4852,4196,3613,3111,3128,sea,7937,2749,2758,1907,,,,,,
286,04258147326996990,,3828,2728,4958,3314,3573,4426,4536,sea,8098,2728,2360,4093,,,,,,
287,04167137722182713,,2156,2224,4049,4721,4097,4962,4966,sea,2156,2224,1162,3833,,,,,,
288,04596644629969838,,1812,1351,4617,3751,4425,4581,3227,sea,1812,1351,2536,2180,,,,,,
289,04698868474884192,,784,3118,3118,4521,4453,3186,4095,sea,784,7388,74,763,,,,,,
290,04342435112482290,,4902,1324,3329,3443,3443,3581,3092,sea,9172,1324,4205,239,,,,,,
291,04771355874754498,,2363,1109,4043,3893,4484,4500,4321,sea,2363,1109,198,1513,,,,,,
292,04675593373813439,,1817,75,3089,4986,3201,4919,3375,sea,1817,75,1003,2220,,,,,,
293,04567433128288360,,306,4927,3586,4054,3190,4942,3352,sea,306,9197,4247,775,,,,,,
294,04562961977677349,,920,1429,3347,3313,4965,4323,4766,sea,920,1429,191,584,,,,,,
295,04361943737757167,,277,1854,3514,3463,3346,4704,3475,sea,277,1854,999,734,,,,,,
296,04515877777237534,,3295,2444,3857,4042,3857,4455,3751,sea,7565,2444,65,4086,,,,,,
297,04582931623833638,,3477,4798,4928,4908,4656,3381,3578,sea,7747,9068,4265,742,,,,,,
298,04313184163873851,,456,1413,3193,4845,4776,3437,4424,sea,456,1413,3072,3555,,,,,,
299,04862581115295586,,4010,539,3995,3532,3563,4192,3211,sea,8280,539,2386,220,,,,,,
300,04112412394324921,,4581,993,4113,4216,4293,3618,4480,sea,8851,993,2848,2195,,,,,,
301,04124666622182929,,1371,1351,4617,4439,4832,4888,4287,sea,1371,1351,2536,3967,,,,,,
302,04361557848368572,,666,2265,3106,3447,3688,3437,4455,sea,666,2265,132,3499,,,,,,
303,04476255722282846,,284,3814,4767,4767,3342,4091,3034,sea,284,8084,2491,700,,,,,,
304,04157496142372979,,4536,3089,3729,4986,3297,4580,4962,sea,8806,7359,1008,3692,,,,,,
305,04283146276846559,,4981,3760,3244,4105,3227,4581,3227,sea,9251,8030,3207,2220,,,,,,
306,04354317618338439,,632,441,4418,3920,4437,4132,4566,sea,632,441,2089,252,,,,,,
307,04699298793513838,,2363,4524,3284,3284,4524,3541,4821,sea,2363,8794,2948,1443,,,,,,
308,04777659728668110,,2363,2054,3075,3075,3075,4396,3143,sea,2363,2054,2791,1450,,,,,,
309,04562959121921677,,1298,751,3491,3491,3558,3437,4287,sea,1298,751,2166,3583,,,,,,
310,04378447424814923,,3774,4467,4467,4467,3706,4095,4555,sea,8044,8737,3099,555,,,,,,
311,04643662279719143,,4193,1280,3961,4333,3317,4635,4424,sea,8463,1280,1637,3588,,,,,,
312,04483149166326146,,4592,361,4305,4629,3484,4175,4569,sea,8862,361,891,569,,,,,,
313,04785248963993416,,3014,1979,3115,3109,4132,4281,3060,sea,7284,1979,795,234,,,,,,
314,04691794716966593,,806,1076,4235,3468,4854,3492,4726,sea,806,1076,482,624,,,,,,
315,04226627189989465,,1354,2876,3143,4376,3766,4676,4234,sea,1354,2876,2491,769,,,,,,
316,04428336912852452,,3257,1873,3908,4156,3632,4215,3543,sea,7527,1873,2768,604,,,,,,
317,04165672428838592,,3769,371,4241,3895,3895,3001,3418,sea,8039,371,2371,3983,,,,,,
318,04985444238498473,,233,1125,4644,4644,3618,4314,3408,sea,233,1125,3184,2184,,,,,,
319,04876396173393838,,1993,4762,3580,4762,4999,4036,3043,sea,1993,9032,3210,749,,,,,,
320,04522395986296710,,2363,2448,3502,3955,4876,3144,3092,sea,2363,2448,3131,1512,,,,,,
321,04286575532592164,,1308,2054,3075,3075,3075,4304,3464,sea,1308,2054,2801,235,,,,,,
322,04781299455225120,,4052,3126,3126,3397,4118,3517,4011,sea,8322,7396,1767,585,,,,,,
323,04741336397327221,,3877,2861,4015,3009,4388,4229,4921,sea,8147,2861,3196,1982,,,,,,
324,04539883224224811,,666,25,3514,3346,4832,4455,3751,sea,666,25,1002,3531,,,,,,
325,04131794971641146,,4091,2265,3384,3943,4486,3772,3543,sea,8361,2265,167,649,,,,,,
326,04179414588378388,,2363,4023,3608,4953,4322,3004,4183,sea,2363,8293,2714,1453,,,,,,
327,04585466818668667,,2258,452,4399,4318,4461,4813,4942,sea,2258,452,1288,565,,,,,,
328,04431247316516786,,923,4266,3967,4266,3954,3774,3922,sea,923,8536,1353,782,,,,,,
329,04895631986936724,,3588,310,4399,4318,3484,3709,4646,sea,7858,310,1263,634,,,,,,
330,04364769678958879,,4234,1599,3244,3083,4105,3224,3218,sea,8504,1599,3199,566,,,,,,
331,04837112811551276,,1477,2004,3765,3705,3597,3646,4847,sea,1477,2004,1603,703,,,,,,
332,04972989867957596,,3437,1652,3143,4633,4424,3644,4424,sea,7707,1652,2496,4056,,,,,,
333,04944327691931769,,4224,239,3386,4767,4376,4500,3686,sea,8494,239,2491,753,,,,,,
334,04483171325285360,,4536,2265,3421,4699,3898,3001,3297,sea,8806,2265,85,3510,,,,,,
335,04511826891561357,,218,3146,3469,4741,4918,4803,3507,sea,218,7416,1404,703,,,,,,
336,04895276476696155,,2363,2542,4399,4318,4027,4331,4058,sea,2363,2542,1286,1485,,,,,,
337,04174189576216830,,1843,2330,4644,4644,3954,3889,3696,sea,1843,2330,3185,635,,,,,,
338,04695213192842499,,4981,2798,3526,4062,3579,3825,4981,sea,9251,2798,3261,2195,,,,,,
339,04731922625745498,,1209,501,3155,3757,4502,3742,3856,sea,1209,501,1667,3754,,,,,,
340,04828998243583427,,4159,75,3729,4986,3743,4580,4536,sea,8429,75,1005,4032,,,,,,
341,04798321187157742,,363,199,4669,4016,4880,3967,3677,sea,363,199,2732,246,,,,,,
342,04247722819499758,,2577,239,3814,4633,3359,4931,3846,sea,2577,239,2491,555,,,,,,
343,04633543492372168,,3625,2602,4946,3549,4319,3780,3110,sea,7895,2602,2721,730,,,,,,
344,04246972875545567,,4309,1165,4357,4142,3441,4348,3636,sea,8579,1165,182,230,,,,,,
345,04448324749789144,,2156,238,3504,4090,4536,4159,4821,sea,2156,238,3054,4127,,,,,,
346,04459141136486761,,1371,2218,3597,3687,4650,4635,4966,sea,1371,2218,1413,3856,,,,,,
347,04139582543283472,,1209,2010,3181,4106,3317,4962,4536,sea,1209,2010,2638,3657,,,,,,
348,04748295976696956,,2402,1002,4214,4757,3082,3825,4155,sea,2402,1002,519,2181,,,,,,
349,04519782671981888,,1885,2408,4246,3983,4120,3682,4516,sea,1885,2408,1689,704,,,,,,
350,04689813377977979,,4309,2122,3745,4318,4339,4971,4969,sea,8579,2122,1288,222,,,,,,
351,04222922136196328,,2577,2844,3634,4773,3273,3218,4658,sea,2577,2844,2564,672,,,,,,
352,04577778224774377,,1752,4397,4851,4045,4443,4424,3437,sea,1752,8667,2838,3950,,,,,,
353,04483466677437780,,750,161,3165,4216,4113,3093,4569,sea,750,161,2852,631,,,,,,
354,04956955231891768,,421,3256,3973,3896,3254,4766,3807,sea,421,7526,2748,603,,,,,,
355,04931715759649170,,3996,206,3357,4156,4086,4355,3092,sea,8266,206,2721,240,,,,,,
356,04826682519279948,,2205,1131,4783,4725,4783,4441,3906,sea,2205,1131,3094,626,,,,,,
357,04111846834834571,,1209,2582,3946,4946,3743,4536,4580,sea,1209,2582,2740,3592,,,,,,
358,04917138476526546,,2156,238,3653,3627,3349,4580,3054,sea,2156,238,3058,3788,,,,,,
359,04533611119299721,,4304,1055,3386,4435,4976,4332,3886,sea,8574,1055,1296,257,,,,,,
360,04714383799619757,,2149,872,3318,3318,3447,4455,3751,sea,2149,872,4270,3846,,,,,,
361,04332277747277499,,577,4014,4014,4167,3414,4890,4316,sea,577,8284,4185,1957,,,,,,
362,04318266782232488,,4566,1429,3462,4859,3713,3509,4090,sea,8836,1429,192,233,,,,,,
363,04821573475585547,,2786,1200,4113,4216,3165,3644,3446,sea,2786,1200,2870,4153,,,,,,
364,04717514911321525,,2277,2408,3921,3347,4635,4536,4455,sea,2277,2408,1689,3762,,,,,,
365,04229225891291448,,1871,4913,4913,3393,4913,3446,4287,sea,1871,9183,2237,4156,,,,,,
366,04149119936376212,,4097,945,4915,4216,4424,3446,3054,sea,8367,945,2866,4025,,,,,,
367,04213967368318256,,1189,265,4859,4325,3190,4580,3742,sea,1189,265,2071,3872,,,,,,
368,04262792415575261,,3674,1159,3412,3072,3153,4480,4981,sea,7944,1159,78,2218,,,,,,
369,04643222268168873,,2402,3241,3444,4491,4627,4919,4155,sea,2402,7511,875,2188,,,,,,
370,04583914273873390,,2097,1303,3586,3586,3643,3742,3297,sea,2097,1303,4244,3883,,,,,,
371,04222736119579455,,4975,803,4773,3699,4141,4971,3211,sea,9245,803,2556,227,,,,,,
372,04474381822962998,,1817,2816,3641,3733,4079,4919,3375,sea,1817,2816,2162,2216,,,,,,
373,04896496382242652,,2363,3623,4137,4761,3623,3285,4413,sea,2363,7893,1133,1501,,,,,,
374,04153733924474129,,2956,2028,3357,3787,4388,3723,3773,sea,2956,2028,2724,1908,,,,,,
375,04429663572162515,,2363,293,3805,4164,4164,4710,4110,sea,2363,293,1411,1456,,,,,,
376,04916647222592342,,2918,193,3641,4836,3655,4061,3886,sea,2918,193,2164,247,,,,,,
377,04328996288528323,,2648,310,4399,4318,4287,4424,3751,sea,2648,310,1237,4108,,,,,,
378,04876849944314346,,613,3897,3395,4694,4099,4201,3215,sea,613,8167,1148,771,,,,,,
379,04275586946586131,,456,1109,4049,4368,4420,3644,3828,sea,456,1109,199,4072,,,,,,
380,04471127114594965,,285,2452,4216,4216,3165,4192,4923,sea,285,2452,2848,238,,,,,,
381,04728818266436191,,1219,238,3693,4837,4536,4580,3856,sea,1219,238,3061,3518,,,,,,
382,04864592278238981,,1620,2295,4362,4335,3804,3186,4458,sea,1620,2295,888,762,,,,,,
383,04698259579519148,,2500,2012,3002,4208,3002,3428,3054,sea,2500,2012,3049,3622,,,,,,
384,04894114796656965,,4634,40,4015,3311,3262,4890,3128,sea,8904,40,3203,1947,,,,,,
385,04851592564524596,,4232,2265,4384,4899,3848,4388,3111,sea,8502,2265,133,1900,,,,,,
386,04357925621671589,,473,1311,4022,3643,4969,4797,4281,sea,473,1311,4255,211,,,,,,
387,04656768226816768,,666,4399,3745,4318,3295,4888,4455,sea,666,8669,1275,3649,,,,,,
388,04271435837247696,,4536,1639,3175,4502,4780,3446,3742,sea,8806,1639,1550,4072,,,,,,
389,04542735133593431,,76,2448,3050,3955,3746,3742,3437,sea,76,2448,3181,3757,,,,,,
390,04711342532492722,,2600,1451,4218,3815,4842,4187,3034,sea,2600,1451,2255,706,,,,,,
391,04395254917897342,,385,4123,3939,3447,3657,3987,4923,sea,385,8393,2618,228,,,,,,
392,04477655515685110,,277,948,3011,4846,3579,4714,3920,sea,277,948,1691,564,,,,,,
393,04119927724784649,,418,848,3314,3274,3869,4795,4942,sea,418,848,2370,645,,,,,,
394,04177995191991628,,2405,219,3514,3095,3463,3706,3472,sea,2405,219,996,571,,,,,,
395,04864231845125568,,4536,159,3053,4839,4287,3001,4821,sea,8806,159,1109,4001,,,,,,
396,04821284894474144,,632,1408,3526,3157,4202,4587,4923,sea,632,1408,3300,257,,,,,,
397,04733886812272458,,731,1133,4338,4701,3723,3970,4829,sea,731,1133,2741,2013,,,,,,
398,04662519596186613,,1752,4290,3442,3442,4832,3437,3297,sea,1752,8560,446,3815,,,,,,
399,04458465387557812,,533,4920,4383,4381,4776,4536,3295,sea,533,9190,801,4178,,,,,,
400,04345286366966459,,4542,1643,4216,4113,3165,4363,3071,sea,8812,1643,2867,550,,,,,,
401,04577498877677435,,2363,52,3499,4087,3689,3366,4234,sea,2363,52,993,1475,,,,,,
402,04376857487497865,,2363,94,3250,3753,4235,4170,3072,sea,2363,94,340,1490,,,,,,
403,04551615439589971,,4229,2359,3347,3692,4072,4702,3773,sea,8499,2359,1684,1911,,,,,,
404,04648867721951415,,2363,189,4562,4166,4987,3702,4329,sea,2363,189,2729,1493,,,,,,
405,04544415693863516,,1903,361,4840,4907,4907,4663,4516,sea,1903,361,891,596,,,,,,
406,04198324991641342,,12,3183,3587,3917,3592,4952,3766,sea,12,7453,375,598,,,,,,
407,04431384716576818,,4981,2265,3271,3426,4242,4480,4981,sea,9251,2265,138,2216,,,,,,
408,04721859514394655,,4385,2448,4735,3955,4319,4304,3996,sea,8655,2448,3136,212,,,,,,
409,04488384357377629,,920,3342,3143,4633,4440,4040,3958,sea,920,7612,2494,632,,,,,,
410,04735769827727145,,2852,1609,4383,3452,4635,3742,3297,sea,2852,1609,807,4152,,,,,,
411,04549429316146219,,2363,991,4482,4482,3895,3961,3226,sea,2363,991,2374,1501,,,,,,
412,04781972957697731,,2363,2189,4221,4917,4603,4084,4409,sea,2363,2189,2042,1457,,,,,,
413,04927271124964554,,3217,2414,3111,3182,3392,4842,3721,sea,7487,2414,2043,588,,,,,,
414,04387441431151666,,2278,1498,3946,3594,4880,4702,4829,sea,2278,1498,2714,1864,,,,,,
415,04224697961111355,,2819,961,3276,3536,3238,4424,4776,sea,2819,961,1590,3866,,,,,,
416,04215289918968673,,559,4767,3143,4633,4376,3970,4921,sea,559,9037,2495,2026,,,,,,
417,04971718347577365,,2380,1108,4116,4950,3413,4159,3828,sea,2380,1108,2730,4127,,,,,,
418,04885916966686619,,1298,2452,3165,4113,4113,3644,4580,sea,1298,2452,2869,4171,,,,,,
419,04487568255175711,,2436,1925,3921,3692,3349,3446,3742,sea,2436,1925,1689,3962,,,,,,
420,04629771359359343,,233,1259,3362,4782,3939,3408,3375,sea,233,1259,2572,2199,,,,,,
421,04427158976226854,,4632,4927,4022,3643,4022,3581,4281,sea,8902,9197,4256,261,,,,,,
422,04398317971111834,,2500,1578,3061,4273,3567,4159,4776,sea,2500,1578,1646,3568,,,,,,
423,04947376911791284,,1189,979,4915,4216,3428,3418,4821,sea,1189,979,2871,3900,,,,,,
424,04261562623333639,,2363,3035,4482,4898,3035,3608,4825,sea,2363,7305,3058,1449,,,,,,
425,04124953435975788,,3437,534,3577,4986,3729,4426,4536,sea,7707,534,1021,3783,,,,,,
426,04951434429619926,,1291,3960,3213,3700,4426,3644,4966,sea,1291,8230,2644,4178,,,,,,
427,04621941617367122,,2363,3326,4031,4773,3634,3528,3568,sea,2363,7596,2547,1490,,,,,,
428,04162778555225588,,4480,2596,4059,4130,4291,3618,4155,sea,8750,2596,1623,2215,,,,,,
429,04467981118158762,,1146,1987,4390,4482,3895,4426,4455,sea,1146,1987,2378,4097,,,,,,
430,04629283626996743,,76,2694,3745,4318,3054,3001,4776,sea,76,2694,1274,3590,,,,,,
431,04135973572762528,,2363,4517,3519,3519,4436,4770,3227,sea,2363,8787,2925,1472,,,,,,
432,04871516855855187,,2194,2542,4399,4318,4735,4537,4234,sea,2194,2542,1267,610,,,,,,
433,04289769546726784,,3710,2617,4482,3759,4048,4500,4593,sea,7980,2617,2372,746,,,,,,
434,04455625653993222,,420,628,4370,4789,4975,4061,4143,sea,420,628,4222,238,,,,,,
435,04673195665445841,,76,2667,3995,4895,3995,4426,4776,sea,76,2667,2387,3861,,,,,,
436,04977831899959169,,2442,1652,4767,4767,4376,4952,4760,sea,2442,1652,2493,648,,,,,,
437,04585111915835459,,2607,381,3143,4767,4100,4190,3703,sea,2607,381,2496,760,,,,,,
438,04552315174314751,,3742,2244,3342,3143,3342,4424,4821,sea,8012,2244,2495,3497,,,,,,
439,04843881684774891,,3308,1002,4757,4757,4214,4676,3642,sea,7578,1002,537,662,,,,,,
440,04515229945465124,,4220,2946,3037,3465,4942,4558,4222,sea,8490,2946,2412,581,,,,,,
441,04542618525755689,,76,238,4508,4947,3035,4426,4580,sea,76,238,3061,3482,,,,,,
442,04716979995925914,,3262,2825,3282,4916,4072,4666,4538,sea,7532,2825,889,1939,,,,,,
443,04526752678668457,,4581,89,3112,4639,4981,4919,3408,sea,8851,89,2538,2196,,,,,,
444,04582248978468287,,4658,2054,3075,3075,4265,4611,4622,sea,8928,2054,2793,778,,,,,,
445,04547655956866138,,76,2622,3144,4725,4097,3742,3295,sea,76,2622,3084,3995,,,,,,
446,04946596943773480,,3169,54,3132,4084,3789,4385,3449,sea,7439,54,1651,209,,,,,,
447,04517446743513514,,4010,1410,3519,3519,4977,3677,3092,sea,8280,1410,2929,215,,,,,,
448,04792146722952141,,1283,3729,3503,4986,3743,4536,4424,sea,1283,7999,1021,4079,,,,,,
449,04585195137897853,,784,3293,3293,3114,4952,4250,3850,sea,784,7563,3067,685,,,,,,
450,04571245518668187,,1871,1265,4675,4789,3443,4888,4287,sea,1871,1265,4199,3720,,,,,,
451,04194838617197457,,4499,2080,3039,4167,4565,4541,3501,sea,8769,2080,4182,255,,,,,,
452,04932262299259622,,1539,635,3908,4338,4663,4684,3642,sea,1539,635,2754,620,,,,,,
453,04211626575125973,,3262,1408,3345,3345,4634,3723,3414,sea,7532,1408,3470,2012,,,,,,
454,04993581667777959,,2852,2809,3466,3764,4631,3001,3418,sea,2852,2809,2769,3955,,,,,,
455,04896755794174495,,813,1657,3145,4245,3252,3862,3721,sea,813,1657,2255,728,,,,,,
456,04326553979759224,,2908,570,4067,4645,3342,3377,3645,sea,2908,570,2493,648,,,,,,
457,04197278164214271,,2360,659,3112,3455,4388,3970,4829,sea,2360,659,2539,2005,,,,,,
458,04174522199279545,,2819,3519,4517,4436,4865,4962,4424,sea,2819,7789,2900,3912,,,,,,
459,04956434638418216,,2363,3942,4724,3927,4235,3807,3689,sea,2363,8212,364,1482,,,,,,
460,04586274496556935,,1371,2488,4384,4384,3573,3418,3418,sea,1371,2488,2249,3651,,,,,,
461,04234576467867645,,2363,4174,3011,4174,3367,3214,4304,sea,2363,8444,186,1464,,,,,,
462,04364893485575568,,2220,3226,4524,3284,3020,4969,4586,sea,2220,7496,2948,237,,,,,,
463,04428567446186441,,1185,3241,3444,4491,4109,3372,3152,sea,1185,7511,877,677,,,,,,
464,04517356717437398,,3674,2305,3788,3270,3375,3825,4981,sea,7944,2305,2748,2195,,,,,,
465,04846727812862375,,2855,1485,4419,4839,3356,4536,3418,sea,2855,1485,1093,3771,,,,,,
466,04218131449519565,,2380,2798,3345,3524,4888,4962,3437,sea,2380,2798,3328,3883,,,,,,
467,04171688263133519,,1709,948,3446,4087,4676,4308,3751,sea,1709,948,1691,3753,,,,,,
468,04733481629119196,,3454,1410,3519,4436,4304,3677,3246,sea,7724,1410,2898,206,,,,,,
469,04526694517647172,,2363,1237,4022,3643,3334,4797,4881,sea,2363,1237,4241,1505,,,,,,
470,04145133531521758,,363,1165,3441,4357,4975,4969,3211,sea,363,1165,182,227,,,,,,
471,04412137216486331,,420,1071,3004,3126,4132,4281,3967,sea,420,1071,1802,238,,,,,,
472,04779476686896168,,465,948,3326,4829,4493,4180,4730,sea,465,948,1692,750,,,,,,
473,04522791244784621,,4726,187,4168,4908,3696,3537,4125,sea,8996,187,4266,693,,,,,,
474,04681168928758575,,2363,371,3488,3272,3895,3355,3118,sea,2363,371,2377,1460,,,,,,
475,04665691122622516,,3828,320,4216,4113,4776,4455,3856,sea,8098,320,2861,4118,,,,,,
476,04992443834834845,,1058,948,4841,4322,4086,4190,3090,sea,1058,948,1692,708,,,,,,
477,04726788513713561,,2149,25,3514,3346,4536,4635,3446,sea,2149,25,999,3545,,,,,,
478,04131486794214651,,1189,760,3993,4086,4780,4308,4580,sea,1189,760,1405,3505,,,,,,
479,04421874629639944,,2363,215,4913,3818,3489,3537,4630,sea,2363,215,2236,1451,,,,,,
480,04377634492712935,,2363,2446,4305,4629,4907,3495,3071,sea,2363,2446,892,1448,,,,,,
481,04263619262422458,,3124,3596,4841,3212,4769,4730,4095,sea,7394,7866,2639,692,,,,,,
482,04134824222192947,,1046,3795,4551,3787,4742,3509,3464,sea,1046,8065,2769,246,,,,,,
483,04956712354174334,,753,4246,4246,4750,3347,4975,3967,sea,753,8516,1681,214,,,,,,
484,04939347617467347,,2534,2448,3228,3955,4050,3186,4696,sea,2534,2448,3181,677,,,,,,
485,04657677973683433,,1209,2265,3908,3340,3428,4455,3446,sea,1209,2265,164,3800,,,,,,
486,04762461494194650,,2855,991,4738,3274,3759,4426,4580,sea,2855,991,2362,3946,,,,,,
487,04625516349439315,,1709,2279,4863,3871,3297,4832,4455,sea,1709,2279,2557,3686,,,,,,
488,04485736155375940,,1562,1826,3451,3122,3889,4730,3675,sea,1562,1826,77,599,,,,,,
489,04843983288628454,,3110,31,4987,3170,3017,4530,3841,sea,7380,31,2772,593,,,,,,
490,04416425692972162,,838,2899,3314,3274,3272,4458,3425,sea,838,2899,2370,708,,,,,,
491,04993912897147753,,1046,2074,3526,3345,3509,3575,4969,sea,1046,2074,3427,218,,,,,,
492,04776493545935465,,666,2079,3858,4381,3742,4832,3054,sea,666,2079,809,3889,,,,,,
493,04552857487377523,,1146,310,3745,4318,4836,4580,3446,sea,1146,310,1264,3846,,,,,,
494,04571756516766152,,3217,1193,4517,4436,4977,3606,4222,sea,7487,1193,2892,785,,,,,,
495,04648975438178718,,4500,2709,3145,3228,3772,3396,4696,sea,8770,2709,2258,589,,,,,,
496,04531743223323848,,4853,3035,4337,3401,4109,3926,3520,sea,9123,7305,3055,591,,,,,,
497,04268812653173273,,1963,4757,4757,4757,4975,4902,3636,sea,1963,9027,499,248,,,,,,
498,04912957632752910,,3579,3263,3263,3263,4913,4581,4708,sea,7849,7533,2816,2220,,,,,,
499,04113186627687884,,2363,2448,3265,3955,4115,3103,3221,sea,2363,2448,3132,1517,,,,,,
500,04439952273273383,,4821,4269,4337,3021,4588,3418,3446,sea,9091,8539,1602,3945,,,,,,
501,04777291489899947,,150,736,3075,3075,4803,4786,3401,sea,150,736,2793,745,,,,,,
502,04358898228578867,,3437,1790,4881,4881,4536,3742,3446,sea,7707,1790,2633,3691,,,,,,
503,04498332915145873,,3644,4562,4861,3594,4287,4308,4536,sea,7914,8832,2767,3520,,,,,,
504,04653414727267341,,546,736,3075,3075,4708,4480,3419,sea,546,736,2800,2212,,,,,,
505,04986879473323515,,586,999,4599,4909,3417,4002,3381,sea,586,999,2734,727,,,,,,
506,04227563383853845,,2688,1193,4517,4436,4258,3537,4440,sea,2688,1193,2934,599,,,,,,
507,04152296938318786,,859,2448,4205,3955,4536,4159,4966,sea,859,2448,3164,4065,,,,,,
508,04672448692542955,,85,17,3921,4822,4876,3218,4265,sea,85,17,1683,765,,,,,,
509,04585545314924283,,2483,1132,3326,3301,3983,4695,3246,sea,2483,1132,19,217,,,,,,
510,04663911638788424,,536,2448,4116,3955,4017,4847,4236,sea,536,2448,3142,575,,,,,,
511,04748562931191499,,2442,745,4390,3274,4048,3331,3725,sea,2442,745,2377,693,,,,,,
512,04672387595565480,,2363,4121,3921,4750,3995,4727,4020,sea,2363,8391,1686,1478,,,,,,
513,04134536516596378,,3644,1503,4724,3935,3573,4635,4776,sea,7914,1503,445,4082,,,,,,
514,04395573915895366,,3225,4429,4429,4710,3987,3211,3561,sea,7495,8699,203,230,,,,,,
515,04695874892882590,,2417,993,4113,4113,4997,4095,4704,sea,2417,993,2863,680,,,,,,
516,04441834374574529,,4050,1604,3586,4375,4733,3224,4740,sea,8320,1604,4247,680,,,,,,
517,04464497679759551,,2363,1433,4305,4629,4840,3839,4515,sea,2363,1433,891,1473,,,,,,
518,04616651872862147,,2363,1361,3126,3126,4269,4452,4839,sea,2363,1361,1841,1517,,,,,,
519,04274299862162884,,1042,2244,3342,4376,3342,4890,4538,sea,1042,2244,2493,2019,,,,,,
