Commodity Key,HS Code,Description,Package Size (m^3),Package Weight (kg),Densities (kg/m^3)
350,850410,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4.184,1367.90,326.935
351,845941,Vivamus in felis eu sapien cursus vestibulum.,1.424,1826.88,1282.919
352,670411,Nulla tempus.,1.865,2647.20,1419.410
353,843141,Duis ac nibh.,1.855,1948.39,1050.346
354,551529,In hac habitasse platea dictumst.,1.691,2408.77,1424.462
355,848340,In hac habitasse platea dictumst.,0.765,641.78,838.933
356,940350,Ut at dolor quis odio consequat varius.,5.040,5405.08,1072.436
357,521223,Nam tristique tortor eu pede.,0.581,588.19,1012.380
358,551692,Nam dui.,2.328,1851.73,795.418
359,540244,Donec posuere metus vitae ipsum.,1.992,2943.83,1477.827
360,890190,Duis mattis egestas metus.,0.199,154.93,778.543
361,291422,Fusce consequat.,2.087,225.48,108.039
362,560600,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2.475,280.47,113.321
363,180620,Morbi ut odio.,1.125,220.18,195.713
364,520949,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.630,639.90,1015.714
365,020130,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.087,1007.69,927.042
366,790400,Pellentesque at nulla.,0.398,409.38,1028.589
367,360500,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.378,1967.62,827.428
368,620211,Aliquam erat volutpat.,3.754,2811.99,749.064
369,271112,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",3.094,1181.82,381.970
370,551229,Praesent blandit.,1.772,1765.99,996.606
371,392190,Maecenas ut massa quis augue luctus tincidunt.,2.095,139.98,66.817
372,721190,Etiam vel augue.,1.149,1284.35,1117.795
373,284910,Etiam justo.,3.426,1482.86,432.824
374,851130,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.210,1284.32,1061.423
375,401692,Curabitur at ipsum ac tellus semper interdum.,0.406,263.10,648.034
376,290721,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2.247,2633.41,1171.966
377,810210,Aenean sit amet justo.,0.587,549.07,935.388
378,551349,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.907,676.56,354.776
379,610449,Pellentesque viverra pede ac diam.,2.148,2281.20,1062.009
380,711041,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3.364,1306.98,388.519
381,041000,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1.344,1402.25,1043.342
382,340111,Pellentesque ultrices mattis odio.,2.204,2654.16,1204.246
383,450190,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5.481,5002.94,912.778
384,600240,Donec semper sapien a libero.,1.316,812.37,617.306
385,130213,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,1.260,1845.26,1464.489
386,520534,In blandit ultrices enim.,5.101,5390.15,1056.684
387,950661,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",0.141,112.80,799.970
388,853540,Nullam porttitor lacus at turpis.,4.504,1752.78,389.160
389,270500,Nam tristique tortor eu pede.,0.201,98.53,490.193
390,550810,Pellentesque ultrices mattis odio.,0.667,153.65,230.361
391,150190,Ut tellus.,0.176,196.27,1115.186
392,392093,Praesent blandit lacinia erat.,2.724,2488.29,913.470
393,292990,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.687,1738.14,1030.317
394,820760,Morbi porttitor lorem id ligula.,0.650,580.69,893.366
395,411390,Duis at velit eu est congue elementum.,1.807,1578.13,873.340
396,392112,Integer non velit.,1.079,968.30,897.403
397,292211,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.332,4871.45,1124.527
398,030349,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0.355,392.63,1106.008
399,160300,Maecenas rhoncus aliquam lacus.,2.976,1444.99,485.547
400,540261,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.720,2686.31,987.614
401,590210,Duis mattis egestas metus.,2.083,1774.90,852.087
402,848050,In sagittis dui vel nisl.,1.059,575.53,543.464
403,848220,Nam dui.,0.920,917.94,997.766
404,320417,Ut at dolor quis odio consequat varius.,0.203,112.96,556.452
405,071339,Morbi ut odio.,1.528,634.12,414.998
406,870530,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",6.551,8909.48,1360.018
407,630120,Nunc nisl.,4.579,2317.58,506.133
408,848291,Nulla ut erat id mauris vulputate elementum.,2.603,915.55,351.727
409,961590,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.740,223.22,128.287
410,292143,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2.637,2856.38,1083.194
411,540247,Suspendisse ornare consequat lectus.,1.938,2323.20,1198.762
412,730820,Aenean auctor gravida sem.,0.233,152.32,653.730
413,870600,Fusce posuere felis sed lacus.,2.241,155.11,69.215
414,760691,Suspendisse potenti.,1.834,339.25,184.979
415,900791,Duis mattis egestas metus.,0.858,914.26,1065.571
416,350300,Vestibulum ac est lacinia nisi venenatis tristique.,1.108,968.30,873.916
417,281121,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1.767,1682.78,952.340
418,940330,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.030,1066.83,1035.762
419,610839,Duis consequat dui nec nisi volutpat eleifend.,4.455,329.39,73.937
420,590190,Vestibulum rutrum rutrum neque.,0.995,1354.13,1360.932
421,280410,Morbi quis tortor id nulla ultrices aliquet.,0.529,536.45,1014.092
422,960720,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",0.700,909.19,1298.842
423,230110,Vivamus vel nulla eget eros elementum pellentesque.,1.701,2275.34,1337.646
424,722020,Duis at velit eu est congue elementum.,2.707,1045.29,386.144
425,570220,Maecenas ut massa quis augue luctus tincidunt.,0.973,365.03,375.161
426,853290,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,0.255,290.04,1137.417
427,760511,In hac habitasse platea dictumst.,3.303,4458.19,1349.740
428,854020,Nulla ac enim.,0.737,803.86,1090.713
429,400220,Integer non velit.,4.272,4025.39,942.273
430,200840,Vivamus tortor.,3.116,308.82,99.108
431,911390,Nam tristique tortor eu pede.,3.579,3780.38,1056.266
432,040221,Maecenas rhoncus aliquam lacus.,1.068,782.88,733.034
433,071022,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.833,2230.56,1216.889
434,521152,Suspendisse ornare consequat lectus.,1.821,536.44,294.584
435,930390,Nullam molestie nibh in lectus.,0.881,527.73,599.016
436,880310,Suspendisse accumsan tortor quis turpis.,0.797,544.64,683.364
437,740940,Duis bibendum.,2.315,3017.00,1303.240
438,846012,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,0.670,280.33,418.400
439,790400,Praesent id massa id nisl venenatis lacinia.,1.083,195.65,180.654
440,570239,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.544,1362.35,882.354
441,360410,Suspendisse ornare consequat lectus.,1.314,1105.12,841.038
442,970110,Suspendisse potenti.,2.199,1985.11,902.732
443,680423,Nam tristique tortor eu pede.,3.775,3779.87,1001.291
444,580133,Maecenas ut massa quis augue luctus tincidunt.,1.293,400.84,310.010
445,441239,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2.455,2287.92,931.944
446,290315,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0.551,452.24,820.767
447,732219,Praesent blandit.,1.648,2888.23,1752.566
448,970500,Suspendisse ornare consequat lectus.,0.102,75.96,744.734
449,960110,Duis at velit eu est congue elementum.,0.632,571.16,903.735
450,382483,Curabitur at ipsum ac tellus semper interdum.,2.107,2830.29,1343.280
451,720826,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2.695,937.39,347.825
452,940110,Nunc nisl.,1.236,969.90,784.705
453,390410,Duis ac nibh.,2.063,2914.59,1412.792
454,441113,Nulla ac enim.,1.085,1115.96,1028.537
455,291241,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2.046,1300.04,635.406
456,283990,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2.603,1732.59,665.611
457,851030,Vestibulum rutrum rutrum neque.,1.313,94.24,71.772
458,851671,Curabitur convallis.,1.761,937.39,532.306
459,410150,Nam dui.,1.495,760.43,508.652
460,722511,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.868,295.28,340.190
461,392061,Sed vel enim sit amet nunc viverra dapibus.,4.031,2324.50,576.657
462,081020,Maecenas tincidunt lacus at velit.,2.316,2472.04,1067.374
463,720720,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2.083,2659.20,1276.618
464,200190,Proin at turpis a pede posuere nonummy.,3.967,4526.80,1141.114
465,620990,In quis justo.,1.369,376.00,274.651
466,030433,Curabitur gravida nisi at nibh.,1.572,139.42,88.687
467,611220,Nullam porttitor lacus at turpis.,2.719,3473.02,1277.314
468,430310,Etiam pretium iaculis justo.,2.345,1240.19,528.866
469,750400,Nullam sit amet turpis elementum ligula vehicula consequat.,2.294,2481.94,1081.928
470,850730,Aliquam quis turpis eget elit sodales scelerisque.,2.792,3840.48,1375.531
471,911110,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",0.995,165.69,166.518
472,291413,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.133,147.51,130.192
473,930700,Quisque id justo sit amet sapien dignissim vestibulum.,2.079,1075.95,517.531
474,540411,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.361,2444.73,1035.465
475,283660,Praesent lectus.,3.541,1449.30,409.291
476,340420,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2.070,1453.14,702.001
477,731821,Etiam faucibus cursus urna.,0.631,590.47,935.762
478,520710,In blandit ultrices enim.,0.030,26.94,898.103
479,841210,Phasellus sit amet erat.,2.303,2049.48,889.916
480,293623,Duis ac nibh.,1.508,584.41,387.539
481,620630,Morbi porttitor lorem id ligula.,1.748,2338.28,1337.689
482,190420,Sed vel enim sit amet nunc viverra dapibus.,0.451,508.25,1126.938
483,071440,Duis mattis egestas metus.,0.536,517.15,964.836
484,292411,Cras non velit nec nisi vulputate nonummy.,3.987,3097.08,776.794
485,390940,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2.359,2127.04,901.670
486,730890,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1.402,1354.54,966.145
487,293293,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.987,262.40,132.059
488,100390,Donec ut mauris eget massa tempor convallis.,3.097,2189.10,706.846
489,841720,Sed sagittis.,0.827,1138.75,1376.962
490,830820,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2.143,2543.69,1186.975
491,820291,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.656,2077.87,1254.755
492,293131,Vestibulum rutrum rutrum neque.,0.668,932.69,1396.239
493,030368,Maecenas tincidunt lacus at velit.,1.616,1028.26,636.302
494,030353,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1.364,145.22,106.466
495,780191,Phasellus id sapien in sapien iaculis congue.,1.697,2666.23,1571.144
496,381121,Praesent blandit.,2.636,146.60,55.616
497,401211,Duis at velit eu est congue elementum.,0.881,1115.96,1266.698
498,711610,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3.056,390.08,127.645
499,100640,Pellentesque at nulla.,2.339,2062.98,881.994
500,560121,Vivamus in felis eu sapien cursus vestibulum.,0.898,259.23,288.672
501,291469,Sed accumsan felis.,0.361,138.72,384.274
502,730900,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1.502,1099.26,731.864
503,252610,Aliquam non mauris.,1.712,1305.89,762.786
504,051110,Etiam faucibus cursus urna.,4.537,3675.21,810.054
505,950632,Mauris ullamcorper purus sit amet nulla.,2.180,2487.72,1141.155
506,530130,Suspendisse potenti.,4.272,4357.05,1019.909
507,590500,Aenean lectus.,0.448,250.58,559.339
508,230630,Cras non velit nec nisi vulputate nonummy.,2.544,2282.56,897.231
509,811299,Mauris lacinia sapien quis libero.,1.514,1484.97,980.824
510,681299,Pellentesque eget nunc.,0.824,725.23,880.132
511,051191,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2.086,1195.16,572.945
512,731450,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2.860,3790.46,1325.334
513,021099,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1.162,1189.67,1023.815
514,620891,Aenean sit amet justo.,3.513,4633.21,1318.875
515,847982,Integer ac neque.,1.736,257.20,148.155
516,844511,Nam nulla.,0.419,97.79,233.397
517,540769,In congue.,0.733,796.72,1086.930
518,540244,Nullam molestie nibh in lectus.,1.897,2303.52,1214.295
519,140120,Integer non velit.,0.127,123.91,975.656
520,521213,Donec quis orci eget orci vehicula condimentum.,3.109,2715.89,873.556
521,280700,Cras non velit nec nisi vulputate nonummy.,0.364,212.65,584.208
522,732189,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2.409,2797.34,1161.204
523,081120,Morbi vel lectus in quam fringilla rhoncus.,0.275,274.82,999.340
524,291818,In hac habitasse platea dictumst.,3.807,3458.64,908.496
525,620431,Sed ante.,2.960,2466.15,833.158
526,340213,In hac habitasse platea dictumst.,0.957,856.73,895.225
527,610220,Fusce consequat.,1.145,731.71,639.044
528,846249,Maecenas rhoncus aliquam lacus.,2.875,3122.83,1086.202
529,290960,Phasellus sit amet erat.,0.401,165.55,412.842
530,851519,Nam nulla.,0.147,11.10,75.510
531,721491,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",4.351,1015.65,233.430
532,630231,In sagittis dui vel nisl.,1.948,1826.10,937.425
533,292423,Curabitur convallis.,0.597,92.51,154.958
534,845951,Nulla tellus.,2.134,136.64,64.031
535,152000,Cras non velit nec nisi vulputate nonummy.,2.872,1346.29,468.764
536,551631,Proin risus.,2.963,160.49,54.164
537,920930,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0.357,84.48,236.651
538,842489,Duis aliquam convallis nunc.,6.955,9986.98,1435.943
539,630492,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2.201,1757.94,798.701
540,870830,Vivamus tortor.,3.933,3619.61,920.319
541,845290,In blandit ultrices enim.,2.225,2184.88,981.967
542,290713,Morbi non lectus.,1.258,857.33,681.499
543,600192,Morbi porttitor lorem id ligula.,4.362,1003.61,230.080
544,151219,Integer non velit.,1.262,1368.75,1084.587
545,841869,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1.492,1339.70,897.920
546,291422,Nam tristique tortor eu pede.,3.692,4318.72,1169.751
547,900580,Fusce consequat.,1.225,275.35,224.772
548,846241,Praesent lectus.,3.287,2801.51,852.299
549,721210,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6.014,5420.57,901.325
550,520959,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1.586,1033.75,651.794
551,620293,Pellentesque eget nunc.,3.266,5715.28,1749.932
552,481910,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2.143,1989.88,928.551
553,252490,Proin at turpis a pede posuere nonummy.,2.631,1997.37,759.169
554,960810,Aliquam erat volutpat.,5.107,4295.02,841.006
555,280469,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.695,2204.97,1300.868
556,840420,Sed sagittis.,0.201,216.11,1075.174
557,030549,Maecenas ut massa quis augue luctus tincidunt.,0.868,852.63,982.293
558,170113,Praesent lectus.,2.035,1930.16,948.484
559,841013,Mauris ullamcorper purus sit amet nulla.,1.227,1584.29,1291.189
560,240391,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4.767,2779.39,583.049
561,293392,Nam dui.,4.332,488.50,112.766
562,850120,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1.686,1962.35,1163.909
563,732181,Morbi non quam nec dui luctus rutrum.,0.587,5.12,8.728
564,540411,Nullam varius.,1.177,448.29,380.877
565,852210,Etiam justo.,0.822,486.82,592.244
566,610620,Donec dapibus.,0.231,317.80,1375.777
567,830790,Aenean sit amet justo.,2.852,1360.11,476.897
568,030612,Nullam sit amet turpis elementum ligula vehicula consequat.,1.238,1009.88,815.738
569,842449,Nulla ut erat id mauris vulputate elementum.,1.150,1218.17,1059.281
570,841989,Vestibulum rutrum rutrum neque.,3.827,3423.86,894.659
571,843319,Donec ut mauris eget massa tempor convallis.,0.757,784.90,1036.859
572,283630,Nullam sit amet turpis elementum ligula vehicula consequat.,1.415,1788.22,1263.760
573,410631,Proin at turpis a pede posuere nonummy.,0.933,1043.47,1118.408
574,580122,Ut at dolor quis odio consequat varius.,1.964,2393.04,1218.453
575,842833,Duis mattis egestas metus.,1.723,1503.95,872.869
576,790500,Vestibulum sed magna at nunc commodo placerat.,2.939,403.97,137.453
577,842790,Suspendisse potenti.,1.221,905.49,741.595
578,640590,Sed vel enim sit amet nunc viverra dapibus.,4.904,585.40,119.372
579,600320,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4.999,6591.64,1318.592
580,550992,Maecenas pulvinar lobortis est.,5.742,3376.32,588.005
581,293959,Duis at velit eu est congue elementum.,3.303,3812.47,1154.246
