Port Authority:,Phone:,Fax:,800 Number:,Email:,Web Site:,Latitude:,Longitude:,UN/LOCODE:,Port Type:,Port Size:,Max Draft:,Address,Address Line 1,Address Line 2,Country,City
,(250) 753-4146,(250) 753-4899,,info@npa.ca,www.npa.ca,49º 9' 34'' N,-123º -55' -59'' W,,Harbor,Small, m,"['PO Box 131', '104 Front Street', 'Nanaimo, British Columbia V9R 5K4', 'Canada']",104 Front Street,"Nanaimo, British Columbia V9R 5K4",Canada,
,,,,,,73º 4' 0'' N,-84º -32' -60'' W,,,, m,,,,Canada,
,,,,,,50º 10' 59'' N,-61º -51' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Natashquan', 'Canada']",,,Canada,Natashquan
,,,,,,47º 0' 0'' N,-65º -32' -60'' W,,Harbor,Small, m,"['Newcastle', 'Canada']",,,Canada,Newcastle
,,,,,,45º 36' 0'' N,-62º -37' -59'' W,,Harbor,Small, m,"['New Glasgow', 'Canada']",,,Canada,New Glasgow
,,,,,,48º 8' 16'' N,-65º -49' -30'' W,,"Pier, Jetty or Wharf",Very Small, m,"['New Richmond', 'Canada']",,,Canada,New Richmond
,,,,,,46º 15' 36'' N,-60º -13' -33'' W,,Harbor,Small, m,"['North Sydney', 'Canada']",,North Sydney,Canada,
,,,,,,43º 26' 28'' N,-79º -42' -38'' W,,,, m,,,,Canada,
Ocean Falls Harbour Authority,250 289 3859,,,,,52º 21' 0'' N,-127º -40' -59'' W,,Harbor,Small, m,"['50 Twin Lakes Drive', 'Ocean Falls, BC V0T 1P0', 'Canada']",50 Twin Lakes Drive,"Ocean Falls, BC V0T 1P0",Canada,
Oshawa Harbour Commission,905 576 0400,905 576 5701,,info@portofoshawa.ca,portofoshawa.ca,43º 52' 0'' N,-78º -49' -59'' W,,Harbor,Small, m,"['1050 Farewell Avenue', 'Oshawa, Ontario L1H 6N6', 'Canada']",1050 Farewell Avenue,"Oshawa, Ontario L1H 6N6",Canada,
,,,,,,44º 34' 59'' N,-80º -57' 0'' W,,Harbor,Small, m,"['Owen Sound', 'Canada']",,,Canada,Owen Sound
Parrsboro Area Harbour Commission,,,,,www.town.parrsboro.ns.ca,45º 23' 60'' N,-64º -19' -59'' W,,Harbor,Small, m,"['PO Box 680', 'Parrsboro, NS B0M 1S0', 'Canada']",PO Box 680,"Parrsboro, NS B0M 1S0",Canada,
Town Of Parry Sound,705-746-2101,705-746-7461,,mayor@townofparrysound.com,www.town.parry-sound.on.ca,45º 24' 23'' N,-80º -2' -49'' W,,Harbor,Small, m,"['52 Seguin St.', 'Parry Sound, ON P2A 1B4', 'Canada']",52 Seguin St.,"Parry Sound, ON P2A 1B4",Canada,
,,,,,,48º 1' 42'' N,-65º -15' -4'' W,,Harbor,Small, m,"['Paspebiac', 'Canada']",,Paspebiac,Canada,
,,,,,,44º 46' 0'' N,-79º -55' -59'' W,,,, m,,,,Canada,
,,,,,,49º 17' 60'' N,-119º -20' -60'' W,,,, m,,,,Canada,
,,,,,,45º 40' 59'' N,-62º -43' 0'' W,,,, m,,,,Canada,
,,,,,,47º 37' 53'' N,-70º -9' -58'' W,,Harbor,Very Small, m,"['Pointe-au-Pic', 'Canada']",,Pointe-au-Pic,Canada,
,,,,,,50º 5' 24'' N,-66º -17' -24'' W,,,, m,,,,Canada,
,,,,,,45º 21' 35'' N,-61º -13' -11'' W,,,, m,,,,Canada,
,,,,,,48º 19' 43'' N,-70º -52' -44'' W,,,, m,,,,Canada,
Western Pulp Ltd Partnership,604 284 7745,,,,www.westernpulp.bc.ca,50º 24' 31'' N,-127º -28' -14'' W,,Harbor,Small, m,"['1300-355 Burrard St', 'Vancouver, British Columbia V6C 2G8', 'Canada']",1300-355 Burrard St,"Vancouver, British Columbia V6C 2G8",Canada,
Port Alberni Port Authority,250 723 5312,250 723 1114,,info@portalberniportauthority.ca,www.portalberniportauthority.ca,49º 14' 25'' N,-124º -50' -24'' W,,"Pier, Jetty or Wharf",Small, m,"['2750 Harbour Rd.', 'Port Alberni, British Columbia V9Y 7X2', 'Canada']",2750 Harbour Rd.,"Port Alberni, British Columbia V9Y 7X2",Canada,
,,,,,,47º 34' 0'' N,-59º -7' 0'' W,,,, m,,,,Canada,
Quebec Cartier Mining Company,418 766 2000,418 768 2344,,port@qcmines.com,www.qcmines.com,50º 1' 40'' N,-66º -49' -18'' W,,Seaport,Small, m,"['24 des Iles Blvd.', 'Suite 201', 'Port Cartier, Quebec G5B 2H3', 'Canada']",Suite 201,"Port Cartier, Quebec G5B 2H3",Canada,
District of Port Hardy,250 949 6332,250 949 6332,,,,50º 45' 47'' N,-127º -29' -34'' W,,Harbor,Small, m,"['PO Box 68', '7360 Columbia Street', 'Port Hardy, BC V0N 2P0', 'Canada']",7360 Columbia Street,"Port Hardy, BC V0N 2P0",Canada,
Strait of Canso Superport Corporation,902-747-2410,902-747-2453,,timgilfoy@straitsuperport.com,www.straitsuperport.com,45º 36' 9'' N,-61º -21' -50'' W,,Seaport,Medium, m,"['P.O. Box 238', '428 Main Street', 'Mulgrave, NS B0E 2G0', 'Canada']",428 Main Street,"Mulgrave, NS B0E 2G0",Canada,
Port Hope Harbour Committee,905-885-4544,905-885-7698,,admin@porthope.ca,www.porthope.ca,43º 58' 0'' N,-78º -17' -60'' W,,Harbor,Small, m,"['56 Queen Street', '56 Queen Street', 'Port Hope, ON L1A 3V9', 'Canada']",56 Queen Street,"Port Hope, ON L1A 3V9",Canada,
,,,,,,44º 7' 0'' N,-64º -35' -59'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Port Medway', 'Canada']",,Port Medway,Canada,
Howe Sound Pulp and Paper Limited Partnership,604-884-2575,,,hsppcomments@hspp.ca,www.hspp.ca,49º 31' 16'' N,-123º -29' -39'' W,,"Pier, Jetty or Wharf",Small, m,"['Port Mellon, British Columbia V0N 2S0', 'Canada']",,"Port Mellon, British Columbia V0N 2S0",Canada,
,,,,,,46º 41' 31'' N,-71º -53' -19'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Portneuf', 'Canada']",,Portneuf,Canada,
,,,,,,48º 23' 40'' N,-70º -49' -24'' W,,,, m,,,,Canada,
,,,,,,42º 41' 43'' N,-81º -16' -15'' W,,Harbor,Small, m,"['Port Stanley', 'Canada']",,Port Stanley,Canada,
St. Lawrence Seaway Management Corporation,905-641-1932,905-682-4525,,marketing@seaway.ca,www.seaway.ca,43º 7' 48'' N,-79º -7' -47'' W,,Harbor,Small, m,"['508 Glendale Avenue', 'St. Catharines, Ontario L2R 6V8', 'Canada']",508 Glendale Avenue,"St. Catharines, Ontario L2R 6V8",Canada,
Corporation of the District of Powell River,604-485-8600,604-485-2913,,,www.powellriver.ca,49º 50' 46'' N,-124º -31' -26'' W,,"Pier, Jetty or Wharf",Small, m,"['6910 Duncan Street', 'Powell River, BC V8A 1V4', 'Canada']",6910 Duncan Street,"Powell River, BC V8A 1V4",Canada,
Township of Edwardsburgh/Cardinal,613-925-4228,,613-925-5022,hennessyr@portofprescott.com,www.portofprescott.com,44º 43' 0'' N,-75º -31' 0'' W,,Seaport,Small, m,"['3035 County Road #2', 'PO Box 520', 'Prescott, Ontario K0E 1T0', 'Canada']",PO Box 520,"Prescott, Ontario K0E 1T0",Canada,
,,,,,,53º 6' 35'' N,-105º -27' 0'' W,,,, m,,,,Canada,
Prince Rupert Port Authority,250 627-8899,250 627-8980,,pcorp@rupertport.com,www.rupertport.com,54º 15' 43'' N,-130º -22' -19'' W,,Seaport,Medium, m,"['200 - 215 Cow Bay Rd.', 'Prince Rupert, British Columbia V8J 1A2', 'Canada']",200 - 215 Cow Bay Rd.,"Prince Rupert, British Columbia V8J 1A2",Canada,
Canadian Salt Co Ltd,902 243139,,,,,45º 52' 0'' N,-63º -40' 0'' W,,Harbor,Small, m,"['PO Box 160', 'Pugwash, NS B0K 1L0', 'Canada']",PO Box 160,"Pugwash, NS B0K 1L0",Canada,
,,,,,,46º 47' 43'' N,-71º -13' -32'' W,,,, m,,,,Canada,
,418-648-3640,418-648-4160,,marketing@portquebec.ca,www.portquebec.ca,52º 58' 46'' N,-122º -29' -53'' W,,Seaport,Large, m,"['150 Dalhousie Street', 'PO Box 2268', 'Quebec, Quebec G1K 7P7', 'Canada']",PO Box 2268,"Quebec, Quebec G1K 7P7",Canada,
,,,,,,51º 2' 24'' N,-93º -28' -48'' W,,,, m,,,,Canada,
Richibucto Port Authority,506 523 9541,,,,,46º 40' 59'' N,-64º -52' 0'' W,,Harbor,Small, m,"['Emery Comeau', '9361 Main Street', 'Richibucto, NB E4W 4B6', 'Canada']",9361 Main Street,"Richibucto, NB E4W 4B6",Canada,
,,,,,,48º 25' 46'' N,-68º -32' -19'' W,,Harbor,Small, m,"['Rimouski', 'Canada']",,,Canada,Rimouski
,,,,,,44º 10' 48'' N,-64º -12' 0'' W,,,, m,,,,Canada,
,,,,,,48º 59' 33'' N,-123º -4' -42'' W,,,, m,,,,Canada,
,,,,,,48º 15' 0'' N,-71º -2' -24'' W,,,, m,,,,Canada,
,,,,,,49º 7' 14'' N,-66º -28' -59'' W,,,, m,,,,Canada,
Saint John Port Authority,506-636-4869,506-636-4443,,port@sjport.com,www.sjport.com,45º 16' 0'' N,-66º -2' -60'' W,,Seaport,Medium, m,"['111 Water St.', 'Saint John, New Brunswick E2L 0B1', 'Canada']",111 Water St.,"Saint John, New Brunswick E2L 0B1",Canada,
Port of Sarnia Authority - Transport Canada,519 3337 5121,519 344 8894,,harboumaster@sarship.com,,42º 58' 19'' N,-82º -24' -13'' W,,Seaport,Small, m,"['PO Box 325', '100 Seaway Road', 'Sarnia, ON N7T 7J2', 'Canada']",100 Seaway Road,"Sarnia, ON N7T 7J2",Canada,
,,,,,,52º 7' 59'' N,-106º -39' -59'' W,,,, m,,,,Canada,
,,,,,,46º 31' 0'' N,-84º -19' -59'' W,,River Port,Small, m,"['Saulte Ste Marie', 'Canada']",,Saulte Ste Marie,Canada,
Sept-Iles Port Authority,418-968-1231,418-962-4445,,portsi@portsi.com,www.portsi.com,50º 12' 9'' N,-66º -21' -40'' W,,"Pier, Jetty or Wharf",Medium, m,"['1 Quai Mgr Blanche', 'Sept-Iles', 'Quebec G4R 5P3', 'Canada']",1 Quai Mgr Blanche,Quebec G4R 5P3,Canada,Sept-Iles
Shediac Port Authority,,,,,,46º 13' 55'' N,-64º -30' -35'' W,,Harbor,Small, m,"['PO Box 1270', 'Dept of Transport', 'Charlottetown, PE', 'Canada']",Dept of Transport,"Charlottetown, PE",Canada,
,,,,,,44º 49' 59'' N,-62º -30' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Sheet Harbour', 'Canada']",,Sheet Harbour,Canada,
Town of Shelburne,,,,shelburnetown@ns.aliantzinc.ca,,43º 44' 25'' N,-65º -20' -10'' W,,Harbor,Small, m,"['PO Box 670', 'Shelburne, NS B0T 1W0', 'Canada']",PO Box 670,"Shelburne, NS B0T 1W0",Canada,
,,,,,,45º 4' 47'' N,-62º 0' 0'' W,,,, m,,,,Canada,
,,,,,,47º 45' 13'' N,-64º -44' -3'' W,,Harbor,Small, m,"['Shippegan', 'Canada']",,Shippegan,Canada,
,,,,,,46º 1' 59'' N,-73º -7' 0'' W,,Seaport,Small, m,"['Sorel', 'Canada']",,Sorel,Canada,
,,,,,,46º 21' 0'' N,-62º -13' -59'' W,,Harbor,Small, m,"['Souris', 'Canada']",,Souris,Canada,
,,,,,,46º 13' 0'' N,-82º -40' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Spragge', 'Canada']",,Spragge,Canada,
Springdale Port Authority,709 673 3439,709 673 4969,,springdale.nf@thezone.net,,49º 30' 0'' N,-56º -4' 0'' W,,"Pier, Jetty or Wharf",Small, m,"['PO Box 96', 'Springdale, NF A0J 1T0', 'Canada']",PO Box 96,"Springdale, NF A0J 1T0",Canada,
Squamish Terminals Ltd.,604 892 3511,604 892 5623,,ron_anderson@sqterminals.com,www.sqterminals.com,49º 40' 19'' N,-123º -9' -28'' W,,Seaport,Small, m,"['37500 Third Avenue', 'P.O. Box 1520', 'Squamish, BC V0N 3G0', 'Canada']",P.O. Box 1520,"Squamish, BC V0N 3G0",Canada,
,,,,,,51º 22' 10'' N,-55º -35' -36'' W,,"Pier, Jetty or Wharf",Very Small, m,"['St. Anthony', 'Canada']",,,Canada,St. Anthony
Port Harmon Authority Ltd.,709-643-5626,709-643-6130,,dale@portofstephenville.ca,www.portofstephenville.ca,48º 31' 46'' N,-58º -31' -30'' W,,Seaport,Medium, m,"['PO Box 100', 'Stephenville, NL A2N 2Y9', 'Canada']",PO Box 100,"Stephenville, NL A2N 2Y9",Canada,
District of Stewart,250-636-2251,250-636-2417,,,www.stewart-hyder.com,55º 54' 29'' N,-130º 0' -58'' W,,"Pier, Jetty or Wharf",Small, m,"['705 Brightwell Street', 'PO Box 460', 'Stewart', 'Canada']",PO Box 460,Stewart,Canada,
St. John's Port Authority,709 738-4782,709 738-4784,,info@sjpa.com,www.sjpa.com,47º 34' 0'' N,-52º -42' 0'' W,,Harbor,Medium, m,"['P.O. Box 6178', '1 Water St', ""St. John's, Newfoundland A1C 5X8"", 'Canada']",1 Water St,"St. John's, Newfoundland A1C 5X8",Canada,
,,,,,,46º 25' 13'' N,-72º -23' -19'' W,,,, m,,,,Canada,
,,,,,,46º 45' 16'' N,-71º -14' -14'' W,,"Pier, Jetty or Wharf",Very Small, m,"['St. Romuald', 'Canada']",,St. Romuald,Canada,
,,,,,,46º 23' 22'' N,-63º -46' -57'' W,,Harbor,Small, m,"['Summerside', 'Canada']",,Summerside,Canada,
Sydney Port Corp Inc,902 564 6882,902 564 0911,,info@sydneyport.ca,www.portofsydney.ca,46º 10' 1'' N,-60º -11' -20'' W,,Seaport,Medium, m,"['PO Box 327', 'Sydney, NS B1P 6H2', 'Canada']",PO Box 327,"Sydney, NS B1P 6H2",Canada,
Village of Tahsis,250-934-6344,250-934-6622,,admin@villageoftahsis.com,,49º 55' 0'' N,-126º -40' 0'' W,,Harbor,Small, m,"['Box 519', 'Tahsis, BC V0P 1X0', 'Canada']",Box 519,"Tahsis, BC V0P 1X0",Canada,
,,,,,,49º 42' 22'' N,-124º -32' -50'' W,,Harbor,Very Small, m,"['Texada Island', 'Canada']",,Texada Island,Canada,
Thunder Bay Port Authority,807-345-6400,807-345-9058,,tim@tbport.on.ca,www.portofthunderbay.ca,48º 27' 0'' N,-89º -13' -59'' W,,Seaport,Medium, m,"['100 Main Street', 'Thunder Bay, Ontario P7B 6R9', 'Canada']",100 Main Street,"Thunder Bay, Ontario P7B 6R9",Canada,
,,,,,,42º 30' 35'' N,-80º -25' -48'' W,,,, m,,,,Canada,
The Toronto Port Authority,416-863-2000,416-863-4830,,info@torontoport.com,www.torontoport.com,43º 40' 51'' N,-79º -21' -54'' W,,Seaport,Medium, m,"['60 Harbour Street', 'Toronto, Ontario M5J 1B7', 'Canada']",60 Harbour Street,"Toronto, Ontario M5J 1B7",Canada,
,,,,,,45º 22' 11'' N,-62º -22' -11'' W,,,, m,,,,Canada,
,,,,,,46º 19' 43'' N,-72º -33' -15'' W,,,, m,,,,Canada,
,,,,,,69º 27' 0'' N,-133º -1' -59'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Tuktoyaktuk', 'Canada']",,,Canada,Tuktoyaktuk
Harbour Authority of Twillingate,709 884 2096,,,,,49º 40' 0'' N,-54º -45' 0'' W,,Harbor,Small, m,"['Twillingate A0G 4M0', 'Canada']",,Twillingate A0G 4M0,Canada,
Valleyfield Harbour Corp,450-377-6686,450-377 2521,877-375-6686,frank@valport.ca,www.valport.ca,45º 12' 25'' N,-74º -8' -37'' W,,Seaport,Small, m,"['950 Cadieux Boulevard', 'Suite 100', 'Valleyfield, Quebec J6T 6L4', 'Canada']",Suite 100,"Valleyfield, Quebec J6T 6L4",Canada,
Vancouver Fraser Port Authority,604-665-9000,604-665-9007,866-284-4271,info@portmetrovancouver.com,www.portmetrovancouver.com,49º 18' 29'' N,-123º -8' -55'' W,,Seaport,Large, m,"['100 The Pointe', '999 Canada Place', 'Vancouver, British Columbia V6C 3T4', 'Canada']",999 Canada Place,"Vancouver, British Columbia V6C 3T4",Canada,
,,,,,,48º 25' 30'' N,-123º -22' -12'' W,,,, m,,,,Canada,
,,,,,,52º 32' 60'' N,-66º -31' -11'' W,,,, m,,,,Canada,
,,,,,,54º 8' 24'' N,-130º -10' -48'' W,,,, m,,,,Canada,
St. Lawrence Seaway Management Corporation,905-641-1932,905-682-4525,,marketing@seaway.ca,www.seaway.ca,43º 11' 4'' N,-79º -8' -24'' W,,River Port,Small, m,"['508 Glendale Avenue', 'St. Catharines, Ontario L2R 6V8', 'Canada']",508 Glendale Avenue,"St. Catharines, Ontario L2R 6V8",Canada,
,,,,,,44º 27' 0'' N,-66º 0' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Weymouth', 'Canada']",,Weymouth,Canada,
,,,,,,42º 3' 36'' N,-82º -16' -11'' W,,,, m,,,,Canada,
,,,,,,45º 2' 60'' N,-75º -12' -35'' W,,,, m,,,,Canada,
Windsor Port Authority/Administration Portuaire de Windsor,519-258-5741,519-258-5905,,wpa@portwindsor.com,www.portwindsor.com,42º 19' 0'' N,-83º -2' -21'' W,,River Port,Small, m,"['3190 Sandwich Street/3190 rue Sandwich', 'Windsor, Ontario, Canada', 'N9C 1A6 ']",3190 Sandwich Street/3190 rue Sandwich,"Windsor, Ontario, Canada",Canada,
,,,,,,50º 18' 47'' N,-96º -55' -29'' W,,,, m,,,,Canada,
,,,,,,49º 40' 0'' N,-123º -15' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Woodfibre', 'Canada']",,Woodfibre,Canada,
Port of Yarmouth,902 742 1803,902 742 3107,,dwhiting@swsda.com,www.portofyarmouth.com,43º 49' 59'' N,-66º -7' 0'' W,,Harbor,Small, m,"['233 Water Street', 'Yarmouth, NS B5A 1M1', 'Canada']",233 Water Street,"Yarmouth, NS B5A 1M1",Canada,
,,,,,,16º 53' 27'' N,-24º -59' -50'' W,,,, m,,,,,
"Portos de Cabo Verde, Enapor",633341,633899,,Portopraia@enapor.cv,www.enapor.cv,14º 55' 6'' N,-23º -31' 0'' W,,"Pier, Jetty or Wharf",Very Small, m,"['C.P. 82', 'Mindelo, Sao Vicente', 'Cape Verde']",C.P. 82,"Mindelo, Sao Vicente",,
,,,,,,16º 42' 22'' N,-22º -58' -11'' W,,,, m,,,,,
,,,,,,19º 45' 0'' N,-79º -45' 0'' W,,,, m,,,,Cayman Islands,
,,,,,,19º 18' 0'' N,-81º -22' -59'' W,,,, m,,,,Cayman Islands,
,,,,,,-41º -30' -35'' S,-73º -30' 0'' W,,,, m,,,,Chile,
Empresa Portuaria Antofagasta,56 55 351177,56 55 351101,,fhauck@puertoantofagasta.cl,www.puertoantofagasta.cl,-23º -39' -25'' S,-70º -23' -51'' W,,Seaport,Medium, m,"['Avda. Grecia S/N', 'Antofagasta', 'Chile']",,Avda. Grecia S/N,Chile,Antofagasta
Empresa Portuaria Arica (EPA),56 (58) 202080,56 (58) 202090,,puertoarica@puertoarica.cl,www.puertoarica.cl,-18º -29' -25'' S,-70º -19' -4'' W,,Seaport,Medium, m,"['Maximo Lira #389', 'Arica', 'Chile']",,Maximo Lira #389,Chile,Arica
,,,,,,-45º -32' -24'' S,-71º -24' -35'' W,,,, m,,,,Chile,
,,,,,,-26º -18' -18'' S,-70º -38' -8'' W,,,, m,,,,Chile,
,,,,,,-52º -34' -47'' S,-70º -30' -36'' W,,,, m,,,,Chile,
,,,,,,-27º -3' -48'' S,-70º -50' -11'' W,,Harbor,Small, m,"['Caldera', 'Chile']",,,Chile,Caldera
,,,,,,-27º -3' 0'' S,-70º -30' -36'' W,,,, m,,,,Chile,
,,,,,,-26º -21' -9'' S,-70º -37' -29'' W,,,, m,,,,Chile,
,,,,,,-23º -45' -49'' S,-70º -27' -5'' W,,,, m,,,,Chile,
,,,,,,-20º -26' -60'' S,-70º -7' -12'' W,,,, m,,,,Chile,
Castro Port Authority,56 65 631200,56 65 631296,,castro@directemar.cl,,-42º -19' -58'' S,-73º -44' -1'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Castro, Llanquihue', 'Chile']",,"Castro, Llanquihue",Chile,
,,,,,,-45º -17' -24'' S,-72º -29' -23'' W,,,, m,,,,Chile,
Empresa Portuaria Coquimbo,56 51 313606,56 51 326146,,ptocqq@entelchile.net,www.puertocoquimbo.cl,-29º -57' 0'' S,-71º -20' -40'' W,,Seaport,Medium, m,"['Melgarejo No 676', 'Coquimbo', 'Chile']",,Melgarejo No 676,Chile,Coquimbo
Compania Puerto de Coronel SA,56 41 271 1021,56 41 271 1229,,cpcoronel@directemar.cl,,-37º 0' -48'' S,-73º -8' -50'' W,,"Pier, Jetty or Wharf",Small, m,"['Cousino 49', 'Coronel', 'Chile']",,Cousino 49,Chile,Coronel
,,,,,,-39º -31' -12'' S,-73º -15' -36'' W,,,, m,,,,Chile,
,,,,,,-29º -23' -50'' S,-71º -19' -55'' W,,,, m,,,,Chile,
,,,,,,-27º -4' -51'' S,-109º -18' -41'' W,,,, m,,,,Chile,
Guayacan Port Authority,56 51 225151,56 51 208270,,,,-29º -59' -34'' S,-71º -22' -14'' W,,Harbor,Small, m,"['Minera del Pacifico', 'Pedro Pablo Munoz 675, La Serena', 'Guayacan', 'Chile']","Pedro Pablo Munoz 675, La Serena",Guayacan,Chile,
,56 54 531011,56 51 531011,,cphuasco@directemar.cl,,-28º -28' -55'' S,-71º -14' -50'' W,,River Port,Small, m,"['Calle Concheria 104', 'Huasco 111 Region', 'Huasco', 'Chile']",Calle Concheria 104,Huasco 111 Region,Chile,Huasco
Empresa Portuaria Iquique IPI,56 57 400100,56 57 41376,,epi@epi.cl,www.epi.cl,-20º -13' -26'' S,-70º -8' -41'' W,,Seaport,Small, m,"['Avenida Jorge Barrera #62', 'Iquique', 'Chile']",,Avenida Jorge Barrera #62,Chile,Iquique
Easter Island Port Authority,56 39 222 3222,56 32 220 8020,,,,-27º -9' -20'' S,-109º -26' -8'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Vinapu Roads', 'Isla de Pascua', 'Chile']",Vinapu Roads,Isla de Pascua,Chile,
,,,,,,-50º -11' -18'' S,-74º -33' -51'' W,,,, m,,,,Chile,
,,,,,,-23º -31' -33'' S,-70º -24' -15'' W,,,, m,,,,Chile,
,,,,,,-29º -31' -48'' S,-71º -8' -23'' W,,,, m,,,,Chile,
Puerto de Lirquen SA,56 41 238 5136,56 41 238 4656,,cplirquen@directemar.cl,,-36º -41' -40'' S,-72º -57' -46'' W,,Seaport,Small, m,"['Casilla 937', 'RCTO Portuario s/n', 'Concepcion', 'Chile']",Casilla 937,RCTO Portuario s/n,Chile,Concepcion
,,,,,,-37º -7' -18'' S,-73º -8' -21'' W,,,, m,,,,Chile,
,,,,,,-53º -6' -44'' S,-70º -19' -27'' W,,,, m,,,,Chile,
,56 - 55 357060,,,contacto@mejillones.com,www.mejillones.com,-23º -6' -13'' S,-70º -26' -19'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Av. Longitudinal 5500', 'Puerto Angamos, 2 piso', 'Mejillones', 'Chile']",Av. Longitudinal 5500,"Puerto Angamos, 2 piso",Chile,Mejillones
Patillos Cove Port Authority,56 57 23669,,,,,-20º -40' -59'' S,-70º -10' -59'' W,,"Pier, Jetty or Wharf",Small, m,"['c/o Empresa Portuaria de Chile', 'Recinto Portuaria', 'Iquique', 'Chile']",c/o Empresa Portuaria de Chile,Recinto Portuaria,Chile,Iquique
,,,,,,-36º -25' -48'' S,-72º -35' -24'' W,,,, m,,,,Chile,
Port Williams Port Authority,56 61 621090,56 61 621090,,williams@directemar.cl,,-54º -55' -59'' S,-67º -37' 0'' W,,Harbor,Small, m,"['Empressa Portuaria de Chile', ""B O'Higgins 1385"", 'Punta Arenas', 'Chile']",Empressa Portuaria de Chile,B O'Higgins 1385,Chile,Punta Arenas
,,,,,,-23º -3' -58'' S,-70º -23' -22'' W,,,, m,,,,Chile,
Empresa Portuaria Chacabuco,56 67 351139,56 67 351174,,info@chacabucoport.cl,www.portchacabuco.cl,-45º -24' -21'' S,-73º -17' -13'' W,,Harbor,Small, m,"['Recinto Portuario S/N', 'Puerto Chacabuco XI Region', 'Chile']",Recinto Portuario S/N,Puerto Chacabuco XI Region,Chile,
Empresa Portuaria Puerto Montt, 56 65 252247,,,info@empormontt.cl,www.empormontt.cl,-41º -28' -1'' S,-72º -56' -32'' W,,Seaport,Small, m,"['Avenida Angelmo 1673', 'Puerto Montt', 'Chile']",,Avenida Angelmo 1673,Chile,Puerto Montt
,,,,,,-51º -45' -34'' S,-72º -26' -21'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Puerto Natales', 'Chile']",,,Chile,Puerto Natales
,,,,,,-32º -48' -4'' S,-71º -31' -39'' W,,,, m,,,,Chile,
Empresa Portuaria Austral,56 61 221050,56 61 241822,,puntaarenas@directemar.cl,www.epa.co.cl,-53º -6' -6'' S,-70º -56' -28'' W,,"Pier, Jetty or Wharf",Very Small, m,"['Casilla 193', 'Libertador Bernardo 1385', 'Punta Arenas', 'Chile']",Casilla 193,Libertador Bernardo 1385,Chile,Punta Arenas
,,,,,,-20º -48' -9'' S,-70º -10' -55'' W,,,, m,,,,Chile,
Quellon Port Authority,,,,,,-43º -1' -13'' S,-73º -39' -58'' W,,"Pier, Jetty or Wharf",Small, m,"['Comp Maritima de Punta-Arenas', 'Avda Independencia 830', 'Punta Arenas', 'Chile']",Comp Maritima de Punta-Arenas,Avda Independencia 830,Chile,Punta Arenas
Quemchi Port Authority,,,,,,-42º -5' -34'' S,-73º -31' -17'' W,,"Pier, Jetty or Wharf",Small, m,"['Empressa Porturia de Chile', 'Teniente 2', 'Puerto Natales', 'Chile']",Empressa Porturia de Chile,Teniente 2,Chile,Puerto Natales
,56 32 930366,56 32 930929,,cpquintero@directemar.cl,,-32º -43' -46'' S,-71º -29' -31'' W,,Harbor,Small, m,"['Fernandez Mella 87', 'Quintero', 'Chile']",Fernandez Mella 87,Quintero,Chile,
Multioperated Terminal,56 35 586 000,56 35 586 015,,,www.sanantonioport.com,-33º -34' -2'' S,-71º -36' -31'' W,,Harbor,Medium, m,"['Alan Macowan', 'San Antonio 0245', 'Chile']",Alan Macowan,San Antonio 0245,Chile,
,,,,,,-36º -43' 0'' S,-73º -7' -59'' W,,,, m,,,,Chile,
Empresa Portuaria Talcahuano San Vicente,(56-41) 797600,(56-41) 797626,,eportuaria@puertotalcahuano.cl,www.puertotalcahuano.cl,-36º -41' -8'' S,-73º -6' -20'' W,,Seaport,Medium, m,"['Avenida Blanco Encalada 547', 'Talcahuano', 'Chile']",,Avenida Blanco Encalada 547,Chile,Talcahuano
Taltal Port Authority,,,,,,-25º -24' -4'' S,-70º -28' -20'' W,,"Pier, Jetty or Wharf",Small, m,"['Capitania de Puerto', 'Taltal', 'Chile']",,Capitania de Puerto,Chile,Taltal
Tocopilla Port Authority,56 55 813279,,,cptocopilla@directemar.cl,,-22º -6' -22'' S,-70º -12' -9'' W,,Seaport,Small, m,"['Casilla 2098', 'Soc Quimica, Minera de Chile SA', 'Tocopilla', 'Chile']",Casilla 2098,"Soc Quimica, Minera de Chile SA",Chile,Tocopilla
Valdivia Port Authority,,,,,,-39º -47' -25'' S,-73º -20' -16'' W,,River Port,Small, m,"['Calle Luis Pasteur 5280', 'P3', 'Santiago', 'Chile']",Calle Luis Pasteur 5280,P3,Chile,Santiago
