Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
HLBU,137504,6,22,G0
HLXU,868454,0,45,P3
HLXU,120915,0,22,G0
HLBU,108213,1,45,G0
HLXU,444159,8,42,G1
HLXU,448635,6,42,G0
HLBU,114507,0,42,G1
HLBU,802911,6,45,P3
CPSU,176791,2,22,G1
HLXU,440137,7,42,G1
HLXU,368516,1,22,P3
HLBU,800983,3,42,U1
HLBU,147536,2,45,G0
HLBU,800852,0,42,U1
HLBU,107119,8,45,G0
HLXU,115742,1,22,G1
HLBU,147726,5,45,G0
HLBU,904239,0,45,R1
HLXU,444602,5,42,G0
CPSU,170243,6,22,G1
HLXU,449401,6,42,G1
HLBU,132792,0,45,G0
HLXU,538309,2,42,G1
HLXU,375720,4,22,R1
HLXU,562668,4,42,U1
HLXU,116633,1,22,G1
HLXU,444303,0,42,G1
HLXU,117310,8,22,G0
HLXU,503538,9,42,G0
HLXU,115161,3,22,G0
HLXU,132332,8,22,G1
HLXU,871751,7,45,R1
HLBU,107261,0,45,G0
HLBU,147730,7,45,G0
HLBU,107949,0,45,G0
HLXU,115399,8,22,G1
HLBU,142194,0,45,G0
HLXU,449934,4,42,G0
HLXU,561970,3,42,U1
HLXU,362007,8,22,U1
HLBU,802395,2,45,U1
HLXU,503232,5,42,G0
HLBU,132153,5,45,G0
HLXU,879683,0,45,R1
HLXU,539369,2,42,G1
HLBU,148988,3,45,G0
HLBU,141536,6,45,G0
HLXU,507152,1,42,G1
HLBU,129749,2,45,G0
CPSU,175265,0,22,G0
HLBU,803268,4,45,U6
HLXU,132609,3,22,G0
HLBU,152854,0,42,G1
HLXU,441789,5,42,G0
HLXU,561327,7,42,U1
HLXU,368138,7,22,P3
HLXU,129935,3,22,G0
HLBU,149052,7,45,G0
HLXU,345113,9,22,G1
HLXU,360050,7,22,U1
HLBU,106576,0,45,G0
HLXU,870127,1,45,R1
CPSU,170633,6,22,G0
HLBU,173452,0,22,G0
HLXU,565577,8,42,U1
HLXU,440969,0,42,G1
LNXU,965014,0,45,R9
HLBU,137474,4,22,G1
HLXU,339888,2,22,G0
HLXU,373476,3,22,R9
HLXU,121782,0,22,G1
HLBU,133133,9,45,G0
HLXU,445164,8,42,G1
HLBU,136968,7,22,G0
HLXU,343886,7,22,G0
HLXU,448428,0,42,G1
HLXU,506485,0,42,G1
HLXU,362364,0,22,U1
HLXU,879016,2,45,R9
HLXU,120445,5,22,G0
HLBU,800680,6,42,U1
LNXU,965615,7,45,R9
HLXU,123935,7,22,G0
HLBU,114499,9,42,G0
HLBU,147839,0,45,G0
HLXU,504014,2,42,G0
HLXU,345169,4,22,G0
CPSU,177704,0,22,G1
HLXU,122178,0,22,G1
CPSU,182204,0,22,G0
HLXU,564994,2,42,U1
HLXU,565472,7,42,U1
HLXU,504829,3,42,G1
HLXU,539113,0,42,G0
HLXU,340375,0,22,G1
HLBU,131142,2,45,G0
HLXU,564703,9,42,U1
HLXU,444849,9,42,G1
CPSU,177932,0,22,G0
HLXU,868037,2,45,P3
HLXU,561128,5,42,U1
HLXU,561184,0,42,U1
HLXU,360011,4,22,U1
HLBU,172576,2,22,G0
HLXU,346489,7,22,G1
HLXU,132786,7,22,G0
HLXU,879712,6,45,R1
HLBU,106529,4,45,G0
HLXU,119436,9,22,G1
HLBU,147658,6,45,G0
HLXU,360426,0,22,U1
HLXU,365870,9,22,U6
HLXU,440667,9,42,G0
HLBU,149334,0,45,G0
HLXU,360761,2,22,U1
HLBU,149276,5,45,G0
HLXU,877816,6,45,R9
HLBU,802086,2,42,U1
HLXU,503902,7,42,G1
HLBU,802575,0,45,U1
CPSU,179294,9,22,G1
HLXU,442819,0,42,G1
HLXU,346547,1,22,G1
HLBU,800167,7,42,U1
HLBU,138117,5,22,G0
HLXU,341254,5,22,G1
CPSU,181137,4,22,G1
CPSU,170231,0,22,G1
HLXU,506750,0,42,G1
HLXU,341592,3,22,G0
HLXU,879573,1,45,R9
CPSU,170731,9,22,G0
HLXU,878904,7,45,R9
HLBU,172125,0,22,G0
HLBU,802258,7,45,U1
HLXU,504013,7,42,G1
HLXU,879307,4,45,R1
HLBU,125060,6,42,G0
HLXU,375012,5,22,R9
HLXU,540627,1,42,G1
HLBU,143023,2,45,G0
HLXU,446577,6,42,G1
CPSU,180167,5,22,G1
HLXU,506834,6,42,G1
HLXU,342617,0,22,G0
HLBU,153571,4,42,G1
HLXU,442207,2,42,G0
HLBU,800940,9,42,U1
HLXU,369199,2,22,P3
HLXU,448844,2,42,G1
HLXU,362956,8,22,U1
HLXU,129389,6,22,G0
HLXU,340829,8,22,G1
LNXU,965108,0,45,R9
HLXU,777281,8,45,R1
HLXU,344508,3,22,G0
HLBU,138278,1,22,G1
HLXU,122203,4,22,G0
HLXU,560724,2,42,U1
HLXU,123819,6,22,G0
HLXU,268813,5,22,P3
HLXU,868247,4,45,P3
HLXU,341836,9,22,G1
HLXU,449903,5,42,G0
HLXU,374676,3,22,R9
HLXU,122341,5,22,G1
HLXU,117879,2,22,G0
CPSU,181374,3,22,G1
CPSU,179929,0,22,G1
CPSU,170422,9,22,G1
HLXU,665802,0,45,U6
HLXU,560472,3,42,U1
HLXU,539372,9,42,G1
HLXU,443808,2,42,G0
HLXU,362807,7,22,U1
HLXU,129707,3,22,G0
HLXU,371845,3,22,R1
HLXU,345805,0,22,G1
HLXU,561829,6,42,U1
HLXU,539131,8,42,G0
HLBU,801962,1,42,U1
HLXU,368834,0,22,P3
HLXU,504029,4,42,G0
HLXU,536988,0,42,G1
HLBU,800467,8,42,U1
CPSU,176832,4,22,G1
HLBU,153185,6,42,G0
CPSU,177339,7,22,G0
HLXU,119159,3,22,G0
HLXU,128531,4,22,G0
HLXU,901284,7,L5,G1
HLBU,147346,0,45,G0
HLXU,563513,3,42,U1
HLXU,868297,7,45,P3
HLXU,665529,7,45,U6
HLXU,507053,3,42,G1
HLXU,562651,1,42,U1
CPSU,172794,8,22,G0
HLBU,112644,0,42,G0
HLXU,125214,2,22,G1
HLXU,502031,0,42,G1
HLBU,132214,6,45,G0
HLXU,269175,0,22,P3
CPSU,175651,8,22,G1
HLXU,449958,5,42,G1
HLXU,901162,3,L5,G1
HLXU,343199,2,22,G1
HLXU,565807,7,42,U1
HLXU,562445,1,42,U1
HLBU,151782,6,42,G0
HLBU,144018,8,45,G0
HLXU,877584,6,45,R1
HLXU,561475,2,42,U1
HLBU,147400,2,45,G0
HLBU,904428,7,45,R9
HLBU,126212,4,42,G1
HLXU,117616,1,22,G0
HLBU,136814,9,22,G0
HLXU,505630,4,42,G1
HLBU,144148,5,45,G0
CPSU,183113,9,22,G1
HLXU,123396,8,22,G0
HLXU,117633,4,22,G0
HLXU,507607,4,42,G1
HLXU,445309,5,42,G0
HLBU,138349,7,22,G0
HLXU,119376,3,22,G1
HLXU,502835,0,42,G1
HLBU,112570,9,42,G0
HLXU,346524,6,22,G0
HLBU,802490,9,45,U1
HLXU,128573,3,22,G0
HLXU,362853,8,22,U1
HLXU,368707,0,22,P3
LNXU,965475,7,45,R9
HLXU,444088,2,42,G0
CPSU,175453,1,22,G0
HLXU,361647,5,22,U1
HLXU,126813,1,22,G1
HLXU,120035,6,22,G1
HLXU,565860,6,42,U1
HLXU,877592,0,45,R1
HLXU,368510,9,22,P3
HLBU,109285,7,45,G0
HLXU,878966,5,45,R9
HLBU,148082,8,45,G0
HLXU,502340,0,42,G0
HLXU,365775,2,22,U6
HLXU,124318,5,22,G1
HLBU,152770,3,42,G1
HLBU,114877,3,42,G0
HLBU,800884,5,42,U1
LNXU,965948,8,45,R9
HLXU,443343,5,42,G0
HLBU,147765,8,45,G0
HLBU,149747,5,45,G0
HLXU,116765,0,22,G0
HLXU,503162,5,42,G0
HLXU,538121,0,42,G0
HLXU,443857,0,42,G1
HLBU,143146,1,45,G0
CPSU,173600,4,22,G0
HLBU,112786,3,42,G1
HLXU,362435,5,22,U1
HLXU,444391,0,42,G1
HLBU,108239,3,45,G0
HLBU,904495,2,45,R1
HLXU,442532,0,42,G0
HLXU,537126,5,42,G0
HLBU,142791,6,45,G0
HLXU,445641,0,42,G0
CPSU,179885,1,22,G0
HLBU,153553,6,42,G1
HLXU,119238,2,22,G1
HLBU,152016,3,42,G1
HLXU,446327,6,42,G0
HLXU,869256,6,45,P3
CPSU,173683,7,22,G0
HLXU,539798,5,42,G1
HLXU,440859,2,42,G1
HLBU,802911,6,45,P3
HLXU,565492,6,42,U1
HLBU,904305,8,45,R1
HLXU,665497,4,45,U6
HLXU,373748,1,22,R9
HLBU,149634,0,45,G0
CPSU,172083,2,22,G0
HLBU,153389,5,42,G0
HLXU,440033,1,42,G0
HLXU,361783,5,22,U1
HLXU,540067,8,42,G1
HLBU,141951,2,45,G0
HLXU,132902,6,22,G0
HLBU,173413,8,22,G1
HLXU,361562,3,22,U1
HLXU,360065,9,22,U1
HLXU,440570,1,42,G0
HLXU,539326,8,42,G1
HLXU,132811,1,22,G0
CPSU,181583,0,22,G1
HLXU,560816,2,42,U1
HLXU,564144,0,42,U1
HLXU,777445,9,45,R1
CPSU,183012,0,22,G1
HLXU,119254,0,22,G1
CPSU,179442,2,22,G0
CPSU,182035,2,22,G1
LNXU,965016,0,45,R9
HLBU,904676,6,45,R1
CPSU,181391,6,22,G1
HLXU,441117,0,42,G0
HLXU,343207,4,22,G0
HLXU,122559,0,22,G1
CPSU,181772,7,22,G1
CPSU,170623,1,22,G1
HLXU,371597,6,22,R9
LNXU,965822,2,45,R9
HLXU,561817,0,42,U1
HLBU,803463,4,22,U1
HLXU,344027,9,22,G1
HLXU,539139,1,42,G0
HLXU,116453,3,22,G0
HLBU,144149,0,45,G0
HLBU,142131,7,45,G0
HLXU,537793,2,42,G0
HLBU,115398,2,45,G0
HLXU,869326,6,45,P3
HLXU,446478,8,42,G1
HLXU,118056,0,22,G1
HLBU,142085,8,45,G0
HLBU,138548,9,22,G1
HLXU,870087,5,45,R1
HLXU,901505,7,L5,G0
HLXU,368926,0,22,P3
HLXU,871527,9,45,R9
HLXU,443837,0,42,G0
HLXU,374467,7,22,R1
HLBU,802734,4,45,P3
CPSU,171121,5,22,G0
HLXU,538006,5,42,G1
HLBU,142465,3,45,G0
CPSU,180314,3,22,G1
HLXU,443703,1,42,G0
HLBU,143586,4,45,G0
HLBU,152261,6,42,G1
HLXU,566528,3,42,U1
HLXU,344618,1,22,G0
HLBU,153133,2,42,G1
HLBU,124931,8,42,G1
HLXU,345219,5,22,G1
HLBU,144293,4,45,G0
HLXU,124270,5,22,G1
HLXU,342525,0,22,G0
HLXU,131293,4,22,G0
HLXU,346790,3,22,G0
HLBU,803266,3,45,U6
HLXU,123778,4,22,G1
HLXU,118113,0,22,G0
HLBU,904545,3,45,R1
HLBU,107340,0,45,G0
HLBU,107153,3,45,G0
HLXU,126502,0,22,G0
HLXU,122518,7,22,G0
HLBU,141915,6,45,G0
HLXU,824681,6,45,G0
HLXU,439860,0,42,G1
HLXU,505493,0,42,G0
HLXU,129864,8,22,G1
HLXU,365029,6,22,U6
HLXU,340692,4,22,G1
HLXU,561826,0,42,U1
HLBU,173492,9,22,G0
HLXU,566109,5,42,U1
HLXU,539162,7,42,G1
HLXU,541465,4,42,G1
HLXU,124963,2,22,G0
HLXU,119759,5,22,G0
CPSU,181162,0,22,G1
HLXU,365439,5,22,U6
CPSU,181924,2,22,G1
HLXU,345512,8,22,G0
HLBU,174484,8,22,G0
CPSU,171428,4,22,G1
HLBU,137550,7,22,G1
HLXU,563352,9,42,U1
HLBU,129234,2,45,G0
HLXU,449194,2,42,G1
HLXU,125901,7,22,G0
HLXU,539361,9,42,G0
CPSU,179048,0,22,G1
HLBU,108671,2,45,G0
CPSU,172987,7,22,G0
HLXU,124705,9,22,G0
HLBU,142519,6,45,G0
HLXU,123085,7,22,G0
HLXU,655917,4,45,G0
HLXU,344300,2,22,G0
HLBU,125365,4,42,G0
HLBU,148941,7,45,G0
HLXU,346069,3,22,G1
HLXU,538017,5,42,G0
HLXU,564847,2,42,U1
HLXU,871279,1,45,R9
HLXU,540416,4,42,G0
HLXU,566563,4,42,U1
HLBU,173924,6,22,G1
HLXU,444688,4,42,G1
HLBU,137028,9,22,G1
HLXU,118152,2,22,G1
HLXU,361862,4,22,U1
CPSU,171835,7,22,G1
HLBU,152770,3,42,G1
HLXU,441293,9,42,G0
HLXU,502923,9,42,G1
HLXU,538684,2,42,G0
HLXU,343457,4,22,G1
HLXU,128546,6,22,G0
HLBU,141730,0,45,G0
HLXU,538919,9,42,G1
HLXU,446884,5,42,G1
HLXU,448239,3,42,G0
HLXU,879883,7,45,R1
CPSU,176925,0,22,G0
HLXU,132642,3,22,G1
HLXU,371731,3,22,R1
HLXU,374170,2,22,R1
HLBU,124682,5,42,G0
HLBU,800390,0,42,U1
HLXU,365915,2,22,U6
CPSU,172712,0,22,G1
HLXU,505084,7,42,G0
HLXU,465464,2,42,U6
HLBU,138931,0,22,G1
HLXU,879305,3,45,R9
HLXU,129053,9,22,G0
HLBU,138509,6,22,G1
HLXU,539673,5,42,G1
CPSU,173673,2,22,G0
HLBU,801216,5,22,U1
HLXU,565290,8,42,U1
HLBU,137560,1,22,G0
HLBU,153773,2,42,G1
HLBU,125084,7,42,G1
HLBU,113163,9,42,G1
HLXU,870051,9,45,R9
HLXU,879149,6,45,R9
HLBU,142080,0,45,G0
HLXU,373467,4,22,R1
HLXU,502715,8,42,G1
HLBU,147900,0,45,G0
HLXU,872075,5,45,R9
HLXU,561028,1,42,U1
CPSU,178801,0,22,G0
HLXU,130416,9,22,G1
HLXU,441696,0,42,G1
CPSU,179467,9,22,G1
HLBU,802070,5,42,U1
HLBU,138121,7,22,G1
HLXU,879863,8,45,R9
HLBU,801337,3,22,U1
HLBU,801767,1,42,U1
HLXU,339813,3,22,G1
HLXU,901568,0,L5,G0
HLXU,504390,8,42,G0
HLBU,126626,5,42,G1
HLBU,112671,8,42,G0
HLBU,149239,3,45,G0
HLXU,560623,3,42,U1
HLBU,801758,2,42,U1
HLBU,107881,1,45,G0
HLXU,343805,5,22,G1
HLXU,441121,2,42,G1
HLXU,565276,1,42,U1
HLBU,127507,0,42,G0
HLXU,507122,8,42,G1
HLXU,537871,6,42,G0
HLXU,345309,4,22,G0
CPSU,181347,6,22,G1
HLXU,342245,9,22,G0
HLXU,442603,5,42,G0
HLXU,503372,7,42,G0
HLBU,148788,6,45,G0
HLBU,129041,3,45,G0
HLXU,869338,1,45,P3
HLXU,344109,4,22,G0
HLXU,360544,2,22,U1
HLBU,131161,6,45,G0
HLXU,443822,9,42,G0
HLXU,340845,5,22,G1
HLBU,133046,6,45,G0
HLBU,142271,9,45,G0
HLXU,128861,9,22,G1
HLXU,119790,4,22,G0
HLXU,540251,8,42,G1
HLBU,801191,0,22,U1
HLBU,147940,9,45,G0
HLXU,901444,6,L5,G0
HLBU,152596,8,42,G0
HLBU,115884,4,45,G0
HLXU,171323,3,22,R9
HLXU,505417,6,42,G1
HLXU,343090,0,22,G1
CPSU,178547,0,22,G0
HLXU,777288,6,45,R9
HLXU,128023,2,22,G1
HLXU,504101,5,42,G1
HLBU,116173,1,45,G0
HLXU,666343,9,45,U6
CPSU,183199,8,22,G0
HLXU,125370,1,22,G1
CPSU,172083,2,22,G1
HLXU,541442,9,42,G0
HLXU,507610,0,42,G1
HLXU,539067,0,42,G1
HLXU,877833,9,45,R9
HLBU,148607,0,45,G0
HLBU,138905,9,22,G1
HLBU,800763,7,42,U1
HLXU,441719,3,42,G0
CPSU,176137,6,22,G0
HLBU,126754,1,42,G1
HLBU,904824,0,45,R9
HLXU,440484,4,42,G1
HLXU,117277,0,22,G1
HLXU,503078,9,42,G1
HLBU,115277,4,45,G0
HLBU,143241,8,45,G0
HLBU,129408,8,45,G0
HLBU,904032,4,45,R1
CPSU,175465,7,22,G1
HLXU,448609,4,42,G0
HLBU,132751,6,45,G0
HLXU,565305,8,42,U1
HLBU,124898,0,42,G1
HLXU,449324,8,42,G0
HLBU,132768,9,45,G0
HLXU,123993,3,22,G0
HLXU,345793,7,22,G1
HLXU,879593,0,45,R9
CPSU,177987,0,22,G0
CPSU,183159,0,22,G0
LNXU,965967,1,45,R9
HLBU,139149,2,22,G0
HLXU,565782,2,42,U1
HLBU,143231,3,45,G0
HLXU,900196,6,L5,G0
HLXU,502401,0,42,G1
HLXU,362180,0,22,U1
HLXU,666039,6,45,U6
HLXU,116160,0,22,G0
HLXU,503768,0,42,G0
HLXU,561505,4,42,U1
HLXU,445228,5,42,G1
HLBU,138606,3,22,G0
HLXU,901416,3,L5,G0
HLXU,537697,0,42,G0
HLXU,123804,4,22,G1
CPSU,178133,0,22,G0
HLBU,108621,0,45,G0
HLXU,345305,2,22,G1
CPSU,181866,8,22,G1
CPSU,179830,1,22,G0
HLXU,123516,9,22,G1
HLXU,562590,0,42,U1
HLBU,152319,0,42,G0
HLXU,341933,6,22,G0
HLBU,131442,3,45,G0
HLBU,148798,0,45,G0
HLXU,129848,0,22,G1
HLXU,371933,1,22,R9
HLXU,540672,7,42,G0
HLXU,540793,5,42,G1
HLXU,539809,3,42,G1
HLBU,141748,9,45,G0
HLBU,107093,8,45,G0
HLXU,115733,2,22,G0
HLXU,129294,0,22,G1
HLBU,115871,3,45,G0
CPSU,178154,4,22,G1
HLBU,132460,4,45,G0
HLBU,149403,4,45,G0
HLBU,148948,5,45,G0
HLXU,129337,2,22,G1
HLBU,137561,7,22,G0
HLXU,126851,9,22,G0
HLXU,540348,5,42,G1
CPSU,180227,0,22,G1
HLXU,538472,0,42,G1
CPSU,175931,0,22,G1
HLBU,139228,1,22,G0
HLXU,505292,8,42,G1
HLBU,106924,1,45,G0
HLBU,113158,1,42,G0
HLXU,539313,7,42,G1
HLXU,507464,8,42,G0
CPSU,170610,0,22,G0
HLXU,441848,5,42,G0
HLBU,141401,1,45,G0
HLXU,368110,4,22,P3
HLXU,442720,1,42,G0
HLXU,115568,6,22,G0
HLXU,121680,6,22,G1
HLBU,173311,3,22,G0
HLXU,343748,6,22,G1
HLBU,136901,1,22,G1
HLXU,341531,0,22,G0
HLBU,173033,2,22,G0
HLBU,174383,9,22,G1
HLXU,118446,0,22,G1
CPSU,173229,8,22,G1
HLXU,879344,6,45,R9
HLXU,122178,0,22,G0
HLXU,373713,0,22,R9
HLBU,153251,4,42,G1
HLXU,566688,4,42,U1
HLXU,120807,2,22,G1
HLBU,126262,7,42,G0
HLBU,148121,9,45,G0
CPSU,181723,0,22,G0
HLXU,441079,5,42,G0
HLXU,122302,2,22,G1
CPSU,178727,9,22,G0
HLXU,449887,0,42,G0
HLXU,877845,4,45,R9
HLBU,142670,8,45,G0
HLXU,129904,4,22,G1
HLXU,562896,4,42,U1
HLXU,446590,7,42,G1
CPSU,173256,5,22,G1
HLBU,153308,3,42,G0
HLXU,565164,2,42,U1
HLBU,137121,4,22,G1
HLBU,129097,9,45,G0
HLBU,148830,3,45,G0
HLXU,371867,3,22,R9
HLXU,123658,1,22,G1
HLBU,115741,6,45,G0
HLXU,371917,4,22,R9
HLXU,461803,3,42,U1
HLXU,669837,2,45,P3
HLBU,137142,9,22,G1
HLXU,368005,3,22,P3
HLBU,172192,5,22,G1
HLXU,537554,2,42,G0
HLBU,126918,2,42,G0
HLXU,537867,4,42,G0
HLXU,118460,7,22,G1
HLXU,375536,4,22,R9
HLXU,371734,0,22,R1
HLXU,339953,5,22,G0
CPSU,171784,0,22,G1
HLBU,802211,0,45,U1
HLBU,137291,0,22,G0
HLBU,143312,3,45,G0
HLBU,138438,0,22,G0
HLBU,107554,3,45,G0
HLXU,122839,2,22,G0
HLXU,118134,4,22,G1
HLBU,138461,6,22,G0
HLBU,112633,0,42,G1
HLXU,507303,1,42,G1
HLXU,120360,3,22,G1
HLXU,124934,4,22,G0
HLBU,141965,9,45,G0
HLXU,869178,2,45,P3
HLXU,444950,8,42,G0
HLXU,123560,9,22,G0
LNXU,965270,2,45,R9
HLXU,445124,0,42,G0
HLXU,439865,8,42,G0
HLBU,141952,8,45,G0
HLXU,540967,0,42,G1
HLBU,148936,0,45,G0
HLXU,536700,2,42,G1
HLXU,442027,4,42,G0
HLXU,442942,9,42,G0
HLBU,172222,7,22,G1
CPSU,179715,6,22,G1
HLBU,174645,2,22,G0
CPSU,174096,9,22,G0
HLBU,142354,0,45,G0
HLXU,368158,6,22,P3
HLBU,148692,4,45,G0
HLBU,904379,1,45,R1
HLBU,172401,0,22,G0
HLBU,148102,5,45,G0
CPSU,177968,7,22,G0
HLXU,368241,7,22,P3
HLXU,871150,0,45,R9
HLBU,107395,0,45,G0
HLBU,141830,4,45,G0
HLXU,560956,4,42,U1
HLBU,172130,7,22,G1
CPSU,170816,0,22,G1
HLBU,114271,9,42,G0
HLXU,562444,6,42,U1
HLXU,365701,9,22,U6
CPSU,176354,6,22,G1
HLXU,870230,1,45,R1
HLXU,440140,3,42,G1
HLBU,802385,8,45,U1
HLBU,149768,0,45,G0
HLXU,345264,0,22,G0
HLXU,374916,7,22,R9
HLXU,538054,7,42,G0
HLXU,122207,6,22,G0
HLXU,360276,6,22,U1
HLBU,138529,5,22,G1
HLXU,373262,0,22,R1
CPSU,176025,7,22,G1
HLXU,441749,7,42,G1
HLXU,115007,5,22,G0
HLXU,340944,3,22,G1
HLXU,129866,9,22,G1
HLXU,502061,3,42,G0
HLXU,117654,9,22,G0
HLXU,119170,3,22,G0
HLBU,112406,6,42,G0
HLBU,109106,2,45,G0
HLXU,824430,0,45,G0
CPSU,171845,1,22,G1
HLXU,564534,0,42,U1
HLXU,443164,2,42,G1
HLBU,124620,7,42,G1
HLXU,117623,0,22,G1
HLBU,148440,3,45,G0
HLBU,133193,6,45,G0
HLBU,125534,2,42,G1
HLXU,365197,0,22,U6
HLXU,505420,2,42,G1
HLXU,442874,0,42,G1
HLXU,564979,0,42,U1
HLXU,503351,2,42,G0
HLXU,375360,8,22,R9
HLXU,115911,0,22,G0
HLXU,360897,2,22,U1
HLBU,801476,0,22,U1
HLBU,803439,3,22,U1
HLBU,143749,0,45,G0
HLBU,115007,5,45,G0
CPSU,176400,5,22,G0
HLXU,443158,0,42,G0
HLXU,345813,4,22,G1
HLBU,904798,0,45,R9
CPSU,177404,0,22,G0
HLXU,121421,7,22,G1
CPSU,171783,5,22,G1
HLXU,129671,9,22,G0
CPSU,181561,0,22,G0
HLXU,505632,5,42,G0
HLXU,118071,2,22,G0
HLXU,374350,0,22,R9
HLXU,444935,6,42,G1
CPSU,182382,0,22,G0
HLBU,125958,8,42,G1
HLXU,123728,1,22,G1
HLBU,109230,7,45,G0
HLXU,342851,3,22,G0
HLBU,116507,6,45,G0
HLXU,123562,0,22,G1
HLXU,374418,0,22,R1
HLXU,871519,5,45,R9
HLXU,124239,6,22,G1
HLBU,802278,6,45,U1
HLBU,149799,9,45,G0
HLBU,904309,0,45,R1
HLXU,118429,8,22,G0
HLXU,561005,6,42,U1
HLXU,120339,9,22,G0
HLXU,345233,1,22,G0
HLXU,120148,0,22,G0
CPSU,175191,8,22,G1
HLXU,117038,0,22,G1
HLXU,123982,3,22,G0
HLXU,566239,2,42,U1
HLBU,131795,3,45,G0
HLXU,467968,8,42,U6
CPSU,174334,1,22,G0
HLXU,118075,4,22,G1
HLXU,824291,6,45,G0
HLXU,341376,9,22,G0
CPSU,175531,5,22,G1
HLXU,538300,3,42,G0
HLBU,148614,9,45,G0
HLBU,131089,5,45,G0
CPSU,182213,0,22,G0
HLXU,504216,0,42,G0
HLXU,505077,9,42,G1
HLBU,138522,7,22,G0
HLXU,870307,0,45,R9
HLXU,371471,0,22,R9
HLXU,119916,8,22,G1
HLXU,360005,1,22,U1
HLXU,777657,1,45,R9
HLXU,361607,7,22,U1
HLXU,561269,2,42,U1
HLXU,538544,0,42,G1
HLXU,870854,4,45,R9
HLBU,800759,5,42,U1
HLXU,343371,7,22,G0
HLXU,130043,1,22,G0
HLXU,362361,3,22,U1
HLBU,143575,4,45,G0
HLBU,802039,6,42,U1
HLXU,441038,1,42,G1
HLXU,539320,5,42,G1
HLXU,371797,3,22,R9
HLXU,870298,2,45,R1
HLBU,142537,4,45,G0
HLXU,448992,8,42,G0
HLBU,133491,6,45,G0
HLXU,127978,2,22,G1
CPSU,174790,1,22,G1
HLXU,268789,6,22,P3
HLBU,107816,7,45,G0
HLXU,374869,2,22,R9
HLXU,268865,9,22,P3
LNXU,965764,8,45,R9
HLXU,116195,1,22,G0
HLXU,870363,5,45,R1
HLBU,800080,4,42,U1
HLXU,343214,2,22,G0
CPSU,174005,2,22,G0
HLBU,147442,1,45,G0
HLXU,823907,0,45,G0
HLXU,440183,8,42,G1
HLXU,878564,0,45,R9
CPSU,177617,8,22,G0
HLBU,107622,2,45,G0
CPSU,180399,7,22,G1
HLXU,565041,3,42,U1
HLXU,665592,0,45,U6
HLXU,340739,9,22,G0
HLXU,536556,0,42,G0
HLBU,174654,1,22,G1
HLBU,114586,1,42,G0
HLBU,153095,7,42,G0
HLXU,560873,3,42,U1
HLXU,502786,5,42,G0
HLXU,561653,0,42,U1
HLBU,143462,0,45,G0
HLBU,151883,5,42,G0
HLBU,175003,4,45,G0
HLBU,151829,0,42,G0
HLXU,536903,6,42,G0
CPSU,179283,9,22,G1
HLXU,118693,4,22,G1
HLXU,372857,1,22,R9
HLBU,128930,3,45,G0
HLBU,109252,7,45,G0
HLXU,123461,0,22,G1
HLBU,113730,0,42,G0
HLXU,562062,0,42,U1
HLXU,360928,0,22,U1
HLXU,442966,0,42,G0
HLBU,152672,0,42,G0
HLBU,801838,7,42,U1
HLXU,877680,8,45,R9
HLXU,870359,3,45,R1
HLXU,560478,6,42,U1
HLXU,676521,8,45,R1
CPSU,177573,0,22,G0
HLXU,506066,1,42,G0
HLBU,108686,4,45,G0
HLBU,128580,1,45,G0
HLXU,115193,8,22,G1
HLXU,124084,4,22,G0
HLXU,442910,4,42,G1
HLXU,446060,5,42,G1
CPSU,181466,3,22,G1
HLXU,445327,3,42,G1
HLXU,870114,0,45,R1
HLXU,371571,4,22,R9
HLXU,129756,0,22,G1
HLXU,507352,9,42,G0
HLXU,116701,0,22,G0
HLBU,153474,7,42,G0
HLBU,173749,5,22,G0
HLXU,777574,0,45,R9
HLXU,361093,4,22,U1
HLXU,665496,9,45,U6
HLXU,439888,3,42,G0
HLXU,441891,0,42,G0
CPSU,171776,7,22,G0
HLXU,446309,8,42,G1
CPSU,182987,9,22,G0
HLXU,506209,8,42,G0
HLBU,141730,0,45,G0
HLBU,147359,0,45,G0
CPSU,183167,3,22,G0
HLBU,174682,4,22,G1
HLXU,565392,2,42,U1
CPSU,181088,9,22,G1
HLXU,879933,8,45,R1
HLBU,139258,5,22,G0
HLXU,442827,3,42,G1
HLXU,118502,4,22,G0
LNXU,965302,5,45,R1
HLBU,904622,1,45,R9
HLXU,539430,3,42,G0
HLXU,878957,6,45,R9
HLXU,124010,0,22,G1
HLBU,152749,9,42,G0
HLXU,871101,2,45,R1
HLXU,115105,8,22,G0
HLXU,131173,1,22,G0
HLXU,446851,5,42,G0
HLBU,131137,5,45,G0
HLXU,879313,7,45,R9
HLXU,871921,0,45,R9
HLXU,441814,0,42,G1
HLXU,131458,0,22,G0
HLBU,803379,8,22,U1
HLBU,137602,9,22,G1
HLBU,802993,3,45,P3
HLXU,442620,8,42,G1
HLXU,465596,0,42,U6
HLXU,340138,1,22,G1
HLXU,444135,7,42,G0
HLBU,802063,7,42,U1
HLXU,449322,7,42,G1
HLBU,803367,2,22,U1
CPSU,173700,8,22,G1
HLXU,442181,2,42,G0
HLXU,506883,3,42,G1
HLXU,127643,0,22,G0
HLXU,118766,0,22,G0
HLXU,346501,0,22,G1
HLBU,107965,8,45,G0
HLXU,561506,0,42,U1
